year,sex,name,n,prop
2017,F,EMILIE,96,0.72
2018,F,EMILIE,82,0.65
1980,F,EMILY,22,0.09
1981,F,EMILY,30,0.12
1982,F,EMILY,40,0.16
1983,F,EMILY,43,0.18
1984,F,EMILY,35,0.15
1985,F,EMILY,33,0.15
1986,F,EMILY,39,0.17
1987,F,EMILY,47,0.21
1988,F,EMILY,44,0.19
1989,F,EMILY,50,0.21
1990,F,EMILY,75,0.29
1991,F,EMILY,86,0.34
1992,F,EMILY,80,0.33
1993,F,EMILY,105,0.46
1994,F,EMILY,114,0.5
1995,F,EMILY,118,0.55
1996,F,EMILY,121,0.59
1997,F,EMILY,125,0.68
1998,F,EMILY,105,0.61
1999,F,EMILY,120,0.74
2000,F,EMILY,116,0.74
2001,F,EMILY,123,0.77
2002,F,EMILY,108,0.71
2003,F,EMILY,158,1.05
2004,F,EMILY,143,0.96
2005,F,EMILY,143,0.95
2006,F,EMILY,118,0.75
2007,F,EMILY,121,0.76
2008,F,EMILY,134,0.83
2009,F,EMILY,109,0.67
2010,F,EMILY,117,0.74
2011,F,EMILY,99,0.63
2012,F,EMILY,114,0.73
2013,F,EMILY,111,0.72
2014,F,EMILY,105,0.68
2015,F,EMILY,89,0.6
2016,F,EMILY,75,0.53
2017,F,EMILY,70,0.53
2018,F,EMILY,67,0.53
1980,F,EMMA,6,0.02
1981,F,EMMA,4,0.02
1982,F,EMMA,9,0.04
1983,F,EMMA,6,0.03
1984,F,EMMA,10,0.04
1985,F,EMMA,9,0.04
1986,F,EMMA,16,0.07
1987,F,EMMA,19,0.09
1988,F,EMMA,20,0.09
1989,F,EMMA,24,0.1
1990,F,EMMA,31,0.12
1991,F,EMMA,27,0.11
1992,F,EMMA,37,0.15
1993,F,EMMA,40,0.17
1994,F,EMMA,46,0.2
1995,F,EMMA,57,0.26
1996,F,EMMA,60,0.29
1997,F,EMMA,101,0.55
1998,F,EMMA,122,0.71
1999,F,EMMA,115,0.71
2000,F,EMMA,156,1
2001,F,EMMA,148,0.93
2002,F,EMMA,183,1.21
2003,F,EMMA,240,1.59
2004,F,EMMA,235,1.58
2005,F,EMMA,239,1.59
2006,F,EMMA,318,2.02
2007,F,EMMA,315,1.98
2008,F,EMMA,384,2.38
2009,F,EMMA,414,2.56
2010,F,EMMA,403,2.53
2011,F,EMMA,458,2.92
2012,F,EMMA,525,3.34
2013,F,EMMA,518,3.36
2014,F,EMMA,580,3.74
2015,F,EMMA,631,4.28
2016,F,EMMA,643,4.54
2017,F,EMMA,620,4.66
2018,F,EMMA,612,4.87
1980,F,EMY,1,0
1981,F,EMY,1,0
1982,F,EMY,0,0
1983,F,EMY,2,0.01
1984,F,EMY,1,0
1985,F,EMY,2,0.01
1986,F,EMY,7,0.03
1987,F,EMY,10,0.05
1988,F,EMY,21,0.09
1989,F,EMY,11,0.05
1990,F,EMY,24,0.09
1991,F,EMY,24,0.1
1992,F,EMY,16,0.07
1993,F,EMY,29,0.13
1994,F,EMY,29,0.13
1995,F,EMY,27,0.12
1996,F,EMY,43,0.21
1997,F,EMY,50,0.27
1998,F,EMY,71,0.41
1999,F,EMY,99,0.61
2000,F,EMY,96,0.62
2001,F,EMY,127,0.79
2002,F,EMY,154,1.02
2003,F,EMY,200,1.32
2004,F,EMY,227,1.53
2005,F,EMY,214,1.43
2006,F,EMY,253,1.61
2007,F,EMY,240,1.51
2008,F,EMY,212,1.31
2009,F,EMY,202,1.25
2010,F,EMY,213,1.34
2011,F,EMY,201,1.28
2012,F,EMY,215,1.37
2013,F,EMY,176,1.14
2014,F,EMY,164,1.06
2015,F,EMY,168,1.14
2016,F,EMY,124,0.88
2017,F,EMY,128,0.96
2018,F,EMY,99,0.79
1980,F,EVA,11,0.04
1981,F,EVA,11,0.04
1982,F,EVA,16,0.07
1983,F,EVA,9,0.04
1984,F,EVA,14,0.06
1985,F,EVA,13,0.06
1986,F,EVA,14,0.06
1987,F,EVA,14,0.06
1988,F,EVA,17,0.07
1989,F,EVA,21,0.09
1990,F,EVA,15,0.06
1991,F,EVA,20,0.08
1992,F,EVA,15,0.06
1993,F,EVA,16,0.07
1994,F,EVA,18,0.08
1995,F,EVA,18,0.08
1996,F,EVA,14,0.07
1997,F,EVA,22,0.12
1998,F,EVA,19,0.11
1999,F,EVA,17,0.1
2000,F,EVA,24,0.15
2001,F,EVA,36,0.23
2002,F,EVA,35,0.23
2003,F,EVA,53,0.35
2004,F,EVA,59,0.4
2005,F,EVA,64,0.43
2006,F,EVA,125,0.79
2007,F,EVA,176,1.11
2008,F,EVA,179,1.11
2009,F,EVA,181,1.12
2010,F,EVA,226,1.42
2011,F,EVA,262,1.67
2012,F,EVA,290,1.85
2013,F,EVA,301,1.95
2014,F,EVA,330,2.13
2015,F,EVA,340,2.3
2016,F,EVA,337,2.38
2017,F,EVA,318,2.39
2018,F,EVA,324,2.58
1980,F,EVE,96,0.38
1981,F,EVE,87,0.35
1982,F,EVE,94,0.39
1983,F,EVE,59,0.25
1984,F,EVE,63,0.27
1985,F,EVE,72,0.32
1986,F,EVE,64,0.29
1987,F,EVE,54,0.24
1988,F,EVE,78,0.34
1989,F,EVE,65,0.27
1990,F,EVE,59,0.23
1991,F,EVE,74,0.29
1992,F,EVE,73,0.3
1993,F,EVE,67,0.29
1994,F,EVE,93,0.41
1995,F,EVE,132,0.61
1996,F,EVE,121,0.59
1997,F,EVE,105,0.57
1998,F,EVE,113,0.66
1999,F,EVE,133,0.82
2000,F,EVE,146,0.94
2001,F,EVE,155,0.97
2002,F,EVE,139,0.92
2003,F,EVE,143,0.95
2004,F,EVE,159,1.07
2005,F,EVE,156,1.04
2006,F,EVE,207,1.31
2007,F,EVE,220,1.38
2008,F,EVE,217,1.35
2009,F,EVE,225,1.39
2010,F,EVE,240,1.51
2011,F,EVE,218,1.39
2012,F,EVE,226,1.44
2013,F,EVE,211,1.37
2014,F,EVE,171,1.1
2015,F,EVE,150,1.02
2016,F,EVE,156,1.1
2017,F,EVE,117,0.88
2018,F,EVE,111,0.88
1980,F,FLORENCE,9,0.04
1981,F,FLORENCE,8,0.03
1982,F,FLORENCE,9,0.04
1983,F,FLORENCE,15,0.06
1984,F,FLORENCE,14,0.06
1985,F,FLORENCE,22,0.1
1986,F,FLORENCE,26,0.12
1987,F,FLORENCE,34,0.15
1988,F,FLORENCE,34,0.15
1989,F,FLORENCE,36,0.15
1990,F,FLORENCE,60,0.23
1991,F,FLORENCE,90,0.36
1992,F,FLORENCE,125,0.52
1993,F,FLORENCE,134,0.58
1994,F,FLORENCE,153,0.67
1995,F,FLORENCE,186,0.86
1996,F,FLORENCE,194,0.95
1997,F,FLORENCE,226,1.23
1998,F,FLORENCE,217,1.26
1999,F,FLORENCE,250,1.54
2000,F,FLORENCE,265,1.7
2001,F,FLORENCE,275,1.72
2002,F,FLORENCE,305,2.02
2003,F,FLORENCE,336,2.22
2004,F,FLORENCE,288,1.94
2005,F,FLORENCE,330,2.2
2006,F,FLORENCE,378,2.4
2007,F,FLORENCE,375,2.36
2008,F,FLORENCE,382,2.37
2009,F,FLORENCE,392,2.42
2010,F,FLORENCE,376,2.36
2011,F,FLORENCE,439,2.79
2012,F,FLORENCE,445,2.83
2013,F,FLORENCE,457,2.97
2014,F,FLORENCE,484,3.12
2015,F,FLORENCE,463,3.14
2016,F,FLORENCE,474,3.35
2017,F,FLORENCE,488,3.67
2018,F,FLORENCE,439,3.5
1980,F,FREDERIQUE,17,0.07
1981,F,FREDERIQUE,18,0.07
1982,F,FREDERIQUE,18,0.07
1983,F,FREDERIQUE,14,0.06
1984,F,FREDERIQUE,21,0.09
1985,F,FREDERIQUE,20,0.09
1986,F,FREDERIQUE,23,0.1
1987,F,FREDERIQUE,26,0.12
1988,F,FREDERIQUE,30,0.13
1989,F,FREDERIQUE,48,0.2
1990,F,FREDERIQUE,84,0.33
1991,F,FREDERIQUE,194,0.77
1992,F,FREDERIQUE,195,0.81
1993,F,FREDERIQUE,230,1
1994,F,FREDERIQUE,254,1.11
1995,F,FREDERIQUE,262,1.21
1996,F,FREDERIQUE,266,1.31
1997,F,FREDERIQUE,221,1.2
1998,F,FREDERIQUE,184,1.07
1999,F,FREDERIQUE,158,0.97
2000,F,FREDERIQUE,129,0.83
2001,F,FREDERIQUE,151,0.94
2002,F,FREDERIQUE,102,0.67
2003,F,FREDERIQUE,136,0.9
2004,F,FREDERIQUE,136,0.92
2005,F,FREDERIQUE,126,0.84
2006,F,FREDERIQUE,122,0.77
2007,F,FREDERIQUE,219,1.38
2008,F,FREDERIQUE,175,1.08
2009,F,FREDERIQUE,143,0.88
2010,F,FREDERIQUE,104,0.65
2011,F,FREDERIQUE,115,0.73
2012,F,FREDERIQUE,95,0.6
2013,F,FREDERIQUE,104,0.68
2014,F,FREDERIQUE,94,0.61
2015,F,FREDERIQUE,93,0.63
2016,F,FREDERIQUE,63,0.44
2017,F,FREDERIQUE,60,0.45
2018,F,FREDERIQUE,39,0.31
1980,F,GABRIELLE,59,0.23
1981,F,GABRIELLE,86,0.34
1982,F,GABRIELLE,118,0.49
1983,F,GABRIELLE,156,0.66
1984,F,GABRIELLE,200,0.86
1985,F,GABRIELLE,202,0.89
1986,F,GABRIELLE,235,1.05
1987,F,GABRIELLE,248,1.12
1988,F,GABRIELLE,348,1.51
1989,F,GABRIELLE,399,1.64
1990,F,GABRIELLE,453,1.77
1991,F,GABRIELLE,470,1.87
1992,F,GABRIELLE,430,1.79
1993,F,GABRIELLE,417,1.81
1994,F,GABRIELLE,425,1.85
1995,F,GABRIELLE,471,2.18
1996,F,GABRIELLE,511,2.51
1997,F,GABRIELLE,547,2.97
1998,F,GABRIELLE,555,3.23
1999,F,GABRIELLE,524,3.22
2000,F,GABRIELLE,484,3.1
2001,F,GABRIELLE,541,3.38
2002,F,GABRIELLE,447,2.96
2003,F,GABRIELLE,381,2.52
2004,F,GABRIELLE,286,1.93
2005,F,GABRIELLE,287,1.91
2006,F,GABRIELLE,341,2.16
2007,F,GABRIELLE,385,2.42
2008,F,GABRIELLE,350,2.17
2009,F,GABRIELLE,349,2.15
2010,F,GABRIELLE,298,1.87
2011,F,GABRIELLE,240,1.53
2012,F,GABRIELLE,263,1.67
2013,F,GABRIELLE,209,1.36
2014,F,GABRIELLE,220,1.42
2015,F,GABRIELLE,176,1.19
2016,F,GABRIELLE,185,1.31
2017,F,GABRIELLE,136,1.02
2018,F,GABRIELLE,150,1.19
1980,F,GENEVIEVE,1524,6.05
1981,F,GENEVIEVE,1403,5.61
1982,F,GENEVIEVE,1204,4.96
1983,F,GENEVIEVE,1021,4.35
1984,F,GENEVIEVE,936,4.01
1985,F,GENEVIEVE,826,3.66
1986,F,GENEVIEVE,739,3.31
1987,F,GENEVIEVE,636,2.86
1988,F,GENEVIEVE,550,2.39
1989,F,GENEVIEVE,583,2.39
1990,F,GENEVIEVE,577,2.25
1991,F,GENEVIEVE,525,2.08
1992,F,GENEVIEVE,402,1.67
1993,F,GENEVIEVE,334,1.45
1994,F,GENEVIEVE,325,1.42
1995,F,GENEVIEVE,226,1.05
1996,F,GENEVIEVE,193,0.95
1997,F,GENEVIEVE,164,0.89
1998,F,GENEVIEVE,110,0.64
1999,F,GENEVIEVE,93,0.57
2000,F,GENEVIEVE,77,0.49
2001,F,GENEVIEVE,73,0.46
2002,F,GENEVIEVE,49,0.32
2003,F,GENEVIEVE,42,0.28
2004,F,GENEVIEVE,21,0.14
2005,F,GENEVIEVE,17,0.11
2006,F,GENEVIEVE,21,0.13
2007,F,GENEVIEVE,19,0.12
2008,F,GENEVIEVE,16,0.1
2009,F,GENEVIEVE,11,0.07
2010,F,GENEVIEVE,13,0.08
2011,F,GENEVIEVE,10,0.06
2012,F,GENEVIEVE,11,0.07
2013,F,GENEVIEVE,7,0.05
2014,F,GENEVIEVE,4,0.03
2015,F,GENEVIEVE,7,0.05
2016,F,GENEVIEVE,1,0.01
2017,F,GENEVIEVE,7,0.05
2018,F,GENEVIEVE,4,0.03
1980,F,ISABELLE,1481,5.88
1981,F,ISABELLE,1341,5.36
1982,F,ISABELLE,1157,4.76
1983,F,ISABELLE,1017,4.33
1984,F,ISABELLE,890,3.82
1985,F,ISABELLE,788,3.49
1986,F,ISABELLE,594,2.66
1987,F,ISABELLE,514,2.31
1988,F,ISABELLE,451,1.96
1989,F,ISABELLE,510,2.09
1990,F,ISABELLE,370,1.45
1991,F,ISABELLE,326,1.29
1992,F,ISABELLE,341,1.42
1993,F,ISABELLE,278,1.21
1994,F,ISABELLE,278,1.21
1995,F,ISABELLE,240,1.11
1996,F,ISABELLE,186,0.91
1997,F,ISABELLE,146,0.79
1998,F,ISABELLE,129,0.75
1999,F,ISABELLE,110,0.68
2000,F,ISABELLE,111,0.71
2001,F,ISABELLE,93,0.58
2002,F,ISABELLE,60,0.4
2003,F,ISABELLE,44,0.29
2004,F,ISABELLE,55,0.37
2005,F,ISABELLE,50,0.33
2006,F,ISABELLE,44,0.28
2007,F,ISABELLE,53,0.33
2008,F,ISABELLE,45,0.28
2009,F,ISABELLE,42,0.26
2010,F,ISABELLE,45,0.28
2011,F,ISABELLE,36,0.23
2012,F,ISABELLE,36,0.23
2013,F,ISABELLE,49,0.32
2014,F,ISABELLE,53,0.34
2015,F,ISABELLE,43,0.29
2016,F,ISABELLE,27,0.19
2017,F,ISABELLE,35,0.26
2018,F,ISABELLE,19,0.15
1980,F,JADE,8,0.03
1981,F,JADE,14,0.06
1982,F,JADE,27,0.11
1983,F,JADE,26,0.11
1984,F,JADE,34,0.15
1985,F,JADE,29,0.13
1986,F,JADE,46,0.21
1987,F,JADE,64,0.29
1988,F,JADE,86,0.37
1989,F,JADE,136,0.56
1990,F,JADE,169,0.66
1991,F,JADE,150,0.6
1992,F,JADE,172,0.71
1993,F,JADE,208,0.9
1994,F,JADE,248,1.08
1995,F,JADE,264,1.22
1996,F,JADE,311,1.53
1997,F,JADE,295,1.6
1998,F,JADE,328,1.91
1999,F,JADE,358,2.2
2000,F,JADE,331,2.12
2001,F,JADE,379,2.37
2002,F,JADE,364,2.41
2003,F,JADE,343,2.27
2004,F,JADE,341,2.3
2005,F,JADE,397,2.65
2006,F,JADE,419,2.66
2007,F,JADE,416,2.61
2008,F,JADE,373,2.31
2009,F,JADE,368,2.27
2010,F,JADE,328,2.06
2011,F,JADE,337,2.15
2012,F,JADE,303,1.93
2013,F,JADE,311,2.02
2014,F,JADE,314,2.03
2015,F,JADE,336,2.28
2016,F,JADE,327,2.31
2017,F,JADE,326,2.45
2018,F,JADE,276,2.2
1980,F,JASMINE,35,0.14
1981,F,JASMINE,31,0.12
1982,F,JASMINE,41,0.17
1983,F,JASMINE,24,0.1
1984,F,JASMINE,29,0.12
1985,F,JASMINE,30,0.13
1986,F,JASMINE,33,0.15
1987,F,JASMINE,28,0.13
1988,F,JASMINE,32,0.14
1989,F,JASMINE,40,0.16
1990,F,JASMINE,37,0.14
1991,F,JASMINE,44,0.17
1992,F,JASMINE,45,0.19
1993,F,JASMINE,61,0.26
1994,F,JASMINE,111,0.48
1995,F,JASMINE,114,0.53
1996,F,JASMINE,130,0.64
1997,F,JASMINE,89,0.48
1998,F,JASMINE,111,0.65
1999,F,JASMINE,112,0.69
2000,F,JASMINE,113,0.72
2001,F,JASMINE,114,0.71
2002,F,JASMINE,104,0.69
2003,F,JASMINE,129,0.85
2004,F,JASMINE,142,0.96
2005,F,JASMINE,168,1.12
2006,F,JASMINE,162,1.03
2007,F,JASMINE,181,1.14
2008,F,JASMINE,206,1.28
2009,F,JASMINE,172,1.06
2010,F,JASMINE,145,0.91
2011,F,JASMINE,179,1.14
2012,F,JASMINE,188,1.2
2013,F,JASMINE,171,1.11
2014,F,JASMINE,159,1.03
2015,F,JASMINE,142,0.96
2016,F,JASMINE,154,1.09
2017,F,JASMINE,140,1.05
2018,F,JASMINE,125,1
1980,F,JENNIFER,296,1.17
1981,F,JENNIFER,296,1.18
1982,F,JENNIFER,362,1.49
1983,F,JENNIFER,330,1.4
1984,F,JENNIFER,297,1.27
1985,F,JENNIFER,345,1.53
1986,F,JENNIFER,330,1.48
1987,F,JENNIFER,265,1.19
1988,F,JENNIFER,313,1.36
1989,F,JENNIFER,314,1.29
1990,F,JENNIFER,255,1
1991,F,JENNIFER,302,1.2
1992,F,JENNIFER,273,1.13
1993,F,JENNIFER,217,0.94
1994,F,JENNIFER,220,0.96
1995,F,JENNIFER,220,1.02
1996,F,JENNIFER,170,0.84
1997,F,JENNIFER,154,0.84
1998,F,JENNIFER,139,0.81
1999,F,JENNIFER,115,0.71
2000,F,JENNIFER,109,0.7
2001,F,JENNIFER,124,0.78
2002,F,JENNIFER,86,0.57
2003,F,JENNIFER,70,0.46
2004,F,JENNIFER,57,0.38
2005,F,JENNIFER,47,0.31
2006,F,JENNIFER,50,0.32
2007,F,JENNIFER,36,0.23
2008,F,JENNIFER,36,0.22
2009,F,JENNIFER,28,0.17
2010,F,JENNIFER,17,0.11
2011,F,JENNIFER,16,0.1
2012,F,JENNIFER,20,0.13
2013,F,JENNIFER,15,0.1
2014,F,JENNIFER,15,0.1
2015,F,JENNIFER,20,0.14
2016,F,JENNIFER,5,0.04
2017,F,JENNIFER,9,0.07
2018,F,JENNIFER,8,0.06
1980,F,JESSICA,177,0.7
1981,F,JESSICA,329,1.32
1982,F,JESSICA,383,1.58
1983,F,JESSICA,538,2.29
1984,F,JESSICA,594,2.55
1985,F,JESSICA,630,2.79
1986,F,JESSICA,790,3.54
1987,F,JESSICA,1144,5.15
1988,F,JESSICA,1230,5.35
1989,F,JESSICA,1206,4.95
1990,F,JESSICA,1210,4.73
1991,F,JESSICA,1232,4.89
1992,F,JESSICA,1035,4.3
1993,F,JESSICA,932,4.04
1994,F,JESSICA,897,3.91
1995,F,JESSICA,752,3.48
1996,F,JESSICA,635,3.12
1997,F,JESSICA,499,2.71
1998,F,JESSICA,416,2.42
1999,F,JESSICA,321,1.97
2000,F,JESSICA,310,1.99
2001,F,JESSICA,238,1.49
2002,F,JESSICA,235,1.55
2003,F,JESSICA,164,1.09
2004,F,JESSICA,131,0.88
2005,F,JESSICA,133,0.89
2006,F,JESSICA,108,0.69
2007,F,JESSICA,98,0.62
2008,F,JESSICA,76,0.47
2009,F,JESSICA,69,0.43
2010,F,JESSICA,59,0.37
2011,F,JESSICA,43,0.27
2012,F,JESSICA,37,0.24
2013,F,JESSICA,25,0.16
2014,F,JESSICA,37,0.24
2015,F,JESSICA,27,0.18
2016,F,JESSICA,20,0.14
2017,F,JESSICA,16,0.12
2018,F,JESSICA,17,0.14
1980,F,JOANIE,9,0.04
1981,F,JOANIE,16,0.06
1982,F,JOANIE,101,0.42
1983,F,JOANIE,179,0.76
1984,F,JOANIE,271,1.16
1985,F,JOANIE,263,1.16
1986,F,JOANIE,240,1.08
1987,F,JOANIE,315,1.42
1988,F,JOANIE,270,1.17
1989,F,JOANIE,282,1.16
1990,F,JOANIE,268,1.05
1991,F,JOANIE,330,1.31
1992,F,JOANIE,357,1.48
1993,F,JOANIE,390,1.69
1994,F,JOANIE,347,1.51
1995,F,JOANIE,305,1.41
1996,F,JOANIE,236,1.16
1997,F,JOANIE,192,1.04
1998,F,JOANIE,143,0.83
1999,F,JOANIE,96,0.59
2000,F,JOANIE,103,0.66
2001,F,JOANIE,85,0.53
2002,F,JOANIE,65,0.43
2003,F,JOANIE,60,0.4
2004,F,JOANIE,50,0.34
2005,F,JOANIE,51,0.34
2006,F,JOANIE,41,0.26
2007,F,JOANIE,31,0.19
2008,F,JOANIE,32,0.2
2009,F,JOANIE,37,0.23
2010,F,JOANIE,28,0.18
2011,F,JOANIE,16,0.1
2012,F,JOANIE,12,0.08
2013,F,JOANIE,12,0.08
2014,F,JOANIE,9,0.06
2015,F,JOANIE,3,0.02
2016,F,JOANIE,5,0.04
2017,F,JOANIE,5,0.04
2018,F,JOANIE,6,0.05
1980,F,JULIA,26,0.1
1981,F,JULIA,32,0.13
1982,F,JULIA,45,0.19
1983,F,JULIA,29,0.12
1984,F,JULIA,33,0.14
1985,F,JULIA,23,0.1
1986,F,JULIA,38,0.17
1987,F,JULIA,29,0.13
1988,F,JULIA,44,0.19
1989,F,JULIA,37,0.15
1990,F,JULIA,47,0.18
1991,F,JULIA,69,0.27
1992,F,JULIA,82,0.34
1993,F,JULIA,78,0.34
1994,F,JULIA,98,0.43
1995,F,JULIA,101,0.47
1996,F,JULIA,110,0.54
1997,F,JULIA,97,0.53
1998,F,JULIA,87,0.51
1999,F,JULIA,99,0.61
2000,F,JULIA,109,0.7
2001,F,JULIA,130,0.81
2002,F,JULIA,129,0.85
2003,F,JULIA,114,0.75
2004,F,JULIA,132,0.89
2005,F,JULIA,142,0.95
2006,F,JULIA,131,0.83
2007,F,JULIA,130,0.82
2008,F,JULIA,141,0.87
2009,F,JULIA,137,0.85
2010,F,JULIA,132,0.83
2011,F,JULIA,121,0.77
2012,F,JULIA,150,0.95
2013,F,JULIA,136,0.88
2014,F,JULIA,161,1.04
2015,F,JULIA,181,1.23
2016,F,JULIA,166,1.17
2017,F,JULIA,152,1.14
2018,F,JULIA,172,1.37
1980,F,JULIE,2135,8.47
1981,F,JULIE,1875,7.5
1982,F,JULIE,1686,6.94
1983,F,JULIE,1392,5.92
1984,F,JULIE,1245,5.34
1985,F,JULIE,1122,4.97
1986,F,JULIE,934,4.19
1987,F,JULIE,779,3.51
1988,F,JULIE,627,2.73
1989,F,JULIE,585,2.4
1990,F,JULIE,526,2.05
1991,F,JULIE,494,1.96
1992,F,JULIE,433,1.8
1993,F,JULIE,376,1.63
1994,F,JULIE,316,1.38
1995,F,JULIE,241,1.12
1996,F,JULIE,174,0.86
1997,F,JULIE,140,0.76
1998,F,JULIE,122,0.71
1999,F,JULIE,116,0.71
2000,F,JULIE,56,0.36
2001,F,JULIE,51,0.32
2002,F,JULIE,52,0.34
2003,F,JULIE,46,0.3
2004,F,JULIE,34,0.23
2005,F,JULIE,30,0.2
2006,F,JULIE,29,0.18
2007,F,JULIE,30,0.19
2008,F,JULIE,21,0.13
2009,F,JULIE,16,0.1
2010,F,JULIE,20,0.13
2011,F,JULIE,10,0.06
2012,F,JULIE,14,0.09
2013,F,JULIE,14,0.09
2014,F,JULIE,11,0.07
2015,F,JULIE,19,0.13
2016,F,JULIE,11,0.08
2017,F,JULIE,10,0.08
2018,F,JULIE,6,0.05
1980,F,JULIETTE,1,0
1981,F,JULIETTE,2,0.01
1982,F,JULIETTE,2,0.01
1983,F,JULIETTE,2,0.01
1984,F,JULIETTE,4,0.02
1985,F,JULIETTE,1,0
1986,F,JULIETTE,3,0.01
1987,F,JULIETTE,4,0.02
1988,F,JULIETTE,3,0.01
1989,F,JULIETTE,8,0.03
1990,F,JULIETTE,11,0.04
1991,F,JULIETTE,10,0.04
1992,F,JULIETTE,12,0.05
1993,F,JULIETTE,10,0.04
1994,F,JULIETTE,21,0.09
1995,F,JULIETTE,31,0.14
1996,F,JULIETTE,50,0.25
1997,F,JULIETTE,74,0.4
1998,F,JULIETTE,79,0.46
1999,F,JULIETTE,150,0.92
2000,F,JULIETTE,176,1.13
2001,F,JULIETTE,232,1.45
2002,F,JULIETTE,238,1.57
2003,F,JULIETTE,261,1.73
2004,F,JULIETTE,271,1.83
2005,F,JULIETTE,270,1.8
2006,F,JULIETTE,291,1.85
2007,F,JULIETTE,383,2.41
2008,F,JULIETTE,349,2.16
2009,F,JULIETTE,364,2.25
2010,F,JULIETTE,396,2.49
2011,F,JULIETTE,404,2.57
2012,F,JULIETTE,370,2.36
2013,F,JULIETTE,370,2.4
2014,F,JULIETTE,338,2.18
2015,F,JULIETTE,337,2.28
2016,F,JULIETTE,330,2.33
2017,F,JULIETTE,303,2.28
2018,F,JULIETTE,283,2.25
1980,F,JUSTINE,12,0.05
1981,F,JUSTINE,22,0.09
1982,F,JUSTINE,35,0.14
1983,F,JUSTINE,27,0.11
1984,F,JUSTINE,66,0.28
1985,F,JUSTINE,85,0.38
1986,F,JUSTINE,91,0.41
1987,F,JUSTINE,76,0.34
1988,F,JUSTINE,80,0.35
1989,F,JUSTINE,87,0.36
1990,F,JUSTINE,104,0.41
1991,F,JUSTINE,135,0.54
1992,F,JUSTINE,130,0.54
1993,F,JUSTINE,167,0.72
1994,F,JUSTINE,168,0.73
1995,F,JUSTINE,191,0.88
1996,F,JUSTINE,217,1.07
1997,F,JUSTINE,264,1.43
1998,F,JUSTINE,218,1.27
1999,F,JUSTINE,209,1.28
2000,F,JUSTINE,235,1.51
2001,F,JUSTINE,250,1.56
2002,F,JUSTINE,228,1.51
2003,F,JUSTINE,221,1.46
2004,F,JUSTINE,216,1.46
2005,F,JUSTINE,250,1.67
2006,F,JUSTINE,271,1.72
2007,F,JUSTINE,225,1.41
2008,F,JUSTINE,248,1.54
2009,F,JUSTINE,211,1.3
2010,F,JUSTINE,167,1.05
2011,F,JUSTINE,168,1.07
2012,F,JUSTINE,151,0.96
2013,F,JUSTINE,151,0.98
2014,F,JUSTINE,158,1.02
2015,F,JUSTINE,136,0.92
2016,F,JUSTINE,126,0.89
2017,F,JUSTINE,127,0.95
2018,F,JUSTINE,115,0.92
1980,F,KARINE,1718,6.82
1981,F,KARINE,1471,5.88
1982,F,KARINE,1225,5.04
1983,F,KARINE,1058,4.5
1984,F,KARINE,1014,4.35
1985,F,KARINE,948,4.2
1986,F,KARINE,774,3.47
1987,F,KARINE,612,2.76
1988,F,KARINE,556,2.42
1989,F,KARINE,452,1.85
1990,F,KARINE,465,1.82
1991,F,KARINE,394,1.56
1992,F,KARINE,338,1.4
1993,F,KARINE,300,1.3
1994,F,KARINE,237,1.03
1995,F,KARINE,183,0.85
1996,F,KARINE,141,0.69
1997,F,KARINE,105,0.57
1998,F,KARINE,80,0.47
1999,F,KARINE,60,0.37
2000,F,KARINE,47,0.3
2001,F,KARINE,28,0.18
2002,F,KARINE,18,0.12
2003,F,KARINE,20,0.13
2004,F,KARINE,14,0.09
2005,F,KARINE,11,0.07
2006,F,KARINE,6,0.04
2007,F,KARINE,7,0.04
2008,F,KARINE,7,0.04
2009,F,KARINE,4,0.02
2010,F,KARINE,2,0.01
2011,F,KARINE,4,0.03
2012,F,KARINE,3,0.02
2013,F,KARINE,3,0.02
2014,F,KARINE,2,0.01
2015,F,KARINE,0,0
2016,F,KARINE,0,0
2017,F,KARINE,2,0.02
2018,F,KARINE,1,0.01
1980,F,KIM,149,0.59
1981,F,KIM,180,0.72
1982,F,KIM,180,0.74
1983,F,KIM,154,0.66
1984,F,KIM,222,0.95
1985,F,KIM,196,0.87
1986,F,KIM,207,0.93
1987,F,KIM,192,0.86
1988,F,KIM,215,0.93
1989,F,KIM,184,0.75
1990,F,KIM,348,1.36
1991,F,KIM,386,1.53
1992,F,KIM,359,1.49
1993,F,KIM,346,1.5
1994,F,KIM,293,1.28
1995,F,KIM,301,1.39
1996,F,KIM,284,1.4
1997,F,KIM,213,1.16
1998,F,KIM,189,1.1
1999,F,KIM,139,0.85
2000,F,KIM,132,0.85
2001,F,KIM,117,0.73
2002,F,KIM,91,0.6
2003,F,KIM,64,0.42
2004,F,KIM,53,0.36
2005,F,KIM,74,0.49
2006,F,KIM,67,0.43
2007,F,KIM,72,0.45
2008,F,KIM,54,0.33
2009,F,KIM,49,0.3
2010,F,KIM,50,0.31
2011,F,KIM,32,0.2
2012,F,KIM,25,0.16
2013,F,KIM,46,0.3
2014,F,KIM,36,0.23
2015,F,KIM,29,0.2
2016,F,KIM,24,0.17
2017,F,KIM,19,0.14
2018,F,KIM,15,0.12
1980,F,LAURA,48,0.19
1981,F,LAURA,72,0.29
1982,F,LAURA,75,0.31
1983,F,LAURA,68,0.29
1984,F,LAURA,77,0.33
1985,F,LAURA,84,0.37
