year,sex,name,n,prop
2009,M,RYAN,163,0.69
2010,M,RYAN,144,0.63
2011,M,RYAN,150,0.67
2012,M,RYAN,148,0.66
2013,M,RYAN,171,0.79
2014,M,RYAN,166,0.81
2015,M,RYAN,161,0.8
2016,M,RYAN,178,0.92
2017,M,RYAN,169,0.98
2018,M,RYAN,153,0.92
2019,M,RYAN,127,0.79
2008,M,SAMUEL,860,3.61
2009,M,SAMUEL,756,3.19
2010,M,SAMUEL,760,3.34
2011,M,SAMUEL,777,3.48
2012,M,SAMUEL,765,3.42
2013,M,SAMUEL,716,3.31
2014,M,SAMUEL,597,2.91
2015,M,SAMUEL,599,2.99
2016,M,SAMUEL,496,2.57
2017,M,SAMUEL,459,2.66
2018,M,SAMUEL,421,2.53
2019,M,SAMUEL,362,2.25
2008,M,SEBASTIEN,80,0.34
2009,M,SEBASTIEN,75,0.32
2010,M,SEBASTIEN,66,0.29
2011,M,SEBASTIEN,52,0.23
2012,M,SEBASTIEN,45,0.2
2013,M,SEBASTIEN,32,0.15
2014,M,SEBASTIEN,40,0.2
2015,M,SEBASTIEN,38,0.19
2016,M,SEBASTIEN,39,0.2
2017,M,SEBASTIEN,34,0.2
2018,M,SEBASTIEN,21,0.13
2019,M,SEBASTIEN,28,0.17
2008,M,SIMON,274,1.15
2009,M,SIMON,269,1.14
2010,M,SIMON,196,0.86
2011,M,SIMON,206,0.92
2012,M,SIMON,190,0.85
2013,M,SIMON,160,0.74
2014,M,SIMON,151,0.74
2015,M,SIMON,129,0.64
2016,M,SIMON,108,0.56
2017,M,SIMON,87,0.5
2018,M,SIMON,68,0.41
2019,M,SIMON,69,0.43
2008,M,STEPHANE,6,0.03
2009,M,STEPHANE,10,0.04
2010,M,STEPHANE,8,0.04
2011,M,STEPHANE,7,0.03
2012,M,STEPHANE,5,0.02
2013,M,STEPHANE,3,0.01
2014,M,STEPHANE,3,0.01
2015,M,STEPHANE,3,0.01
2016,M,STEPHANE,4,0.02
2017,M,STEPHANE,2,0.01
2018,M,STEPHANE,2,0.01
2019,M,STEPHANE,4,0.02
2008,M,STEVE,9,0.04
2009,M,STEVE,12,0.05
2010,M,STEVE,1,0
2011,M,STEVE,0,0
2012,M,STEVE,7,0.03
2013,M,STEVE,4,0.02
2014,M,STEVE,1,0
2015,M,STEVE,2,0.01
2016,M,STEVE,2,0.01
2017,M,STEVE,7,0.04
2018,M,STEVE,7,0.04
2019,M,STEVE,1,0.01
2008,M,STEVEN,37,0.16
2009,M,STEVEN,21,0.09
2010,M,STEVEN,25,0.11
2011,M,STEVEN,24,0.11
2012,M,STEVEN,25,0.11
2013,M,STEVEN,24,0.11
2014,M,STEVEN,19,0.09
2015,M,STEVEN,11,0.05
2016,M,STEVEN,15,0.08
2017,M,STEVEN,16,0.09
2018,M,STEVEN,11,0.07
2019,M,STEVEN,11,0.07
2008,M,THEO,136,0.57
2009,M,THEO,171,0.72
2010,M,THEO,296,1.3
2011,M,THEO,360,1.61
2012,M,THEO,304,1.36
2013,M,THEO,319,1.47
2014,M,THEO,269,1.31
2015,M,THEO,310,1.55
2016,M,THEO,327,1.7
2017,M,THEO,305,1.77
2018,M,THEO,266,1.6
2019,M,THEO,312,1.94
2008,M,THOMAS,957,4.02
2009,M,THOMAS,831,3.51
2010,M,THOMAS,800,3.52
2011,M,THOMAS,816,3.66
2012,M,THOMAS,720,3.22
2013,M,THOMAS,709,3.27
2014,M,THOMAS,742,3.62
2015,M,THOMAS,763,3.81
2016,M,THOMAS,704,3.65
2017,M,THOMAS,571,3.31
2018,M,THOMAS,604,3.63
2019,M,THOMAS,648,4.03
2008,M,TOMMY,134,0.56
2009,M,TOMMY,129,0.54
2010,M,TOMMY,125,0.55
2011,M,TOMMY,127,0.57
2012,M,TOMMY,104,0.47
2013,M,TOMMY,93,0.43
2014,M,TOMMY,83,0.4
2015,M,TOMMY,77,0.38
2016,M,TOMMY,86,0.45
2017,M,TOMMY,53,0.31
2018,M,TOMMY,59,0.35
2019,M,TOMMY,59,0.37
2008,M,TRISTAN,324,1.36
2009,M,TRISTAN,377,1.59
2010,M,TRISTAN,297,1.31
2011,M,TRISTAN,269,1.2
2012,M,TRISTAN,257,1.15
2013,M,TRISTAN,280,1.29
2014,M,TRISTAN,229,1.12
2015,M,TRISTAN,246,1.23
2016,M,TRISTAN,207,1.07
2017,M,TRISTAN,186,1.08
2018,M,TRISTAN,177,1.06
2019,M,TRISTAN,168,1.04
2008,M,VICTOR,222,0.93
2009,M,VICTOR,248,1.05
2010,M,VICTOR,277,1.22
2011,M,VICTOR,283,1.27
2012,M,VICTOR,283,1.27
2013,M,VICTOR,313,1.45
2014,M,VICTOR,307,1.5
2015,M,VICTOR,358,1.79
2016,M,VICTOR,365,1.89
2017,M,VICTOR,362,2.1
2018,M,VICTOR,387,2.32
2019,M,VICTOR,345,2.14
2008,M,VINCENT,393,1.65
2009,M,VINCENT,408,1.72
2010,M,VINCENT,326,1.43
2011,M,VINCENT,302,1.35
2012,M,VINCENT,248,1.11
2013,M,VINCENT,242,1.12
2014,M,VINCENT,181,0.88
2015,M,VINCENT,173,0.86
2016,M,VINCENT,163,0.85
2017,M,VINCENT,105,0.61
2018,M,VINCENT,79,0.47
2019,M,VINCENT,78,0.48
2008,M,WILLIAM,937,3.94
2009,M,WILLIAM,1103,4.66
2010,M,WILLIAM,1039,4.57
2011,M,WILLIAM,958,4.29
2012,M,WILLIAM,873,3.91
2013,M,WILLIAM,848,3.92
2014,M,WILLIAM,787,3.84
2015,M,WILLIAM,768,3.83
2016,M,WILLIAM,802,4.16
2017,M,WILLIAM,715,4.15
2018,M,WILLIAM,742,4.45
2019,M,WILLIAM,659,4.09
2008,M,XAVIER,609,2.56
2009,M,XAVIER,585,2.47
2010,M,XAVIER,543,2.39
2011,M,XAVIER,491,2.2
2012,M,XAVIER,453,2.03
2013,M,XAVIER,451,2.08
2014,M,XAVIER,390,1.9
2015,M,XAVIER,374,1.87
2016,M,XAVIER,338,1.75
2017,M,XAVIER,304,1.76
2018,M,XAVIER,266,1.6
2019,M,XAVIER,225,1.4
2008,M,YANNICK,16,0.07
2009,M,YANNICK,19,0.08
2010,M,YANNICK,18,0.08
2011,M,YANNICK,23,0.1
2012,M,YANNICK,12,0.05
2013,M,YANNICK,15,0.07
2014,M,YANNICK,11,0.05
2015,M,YANNICK,9,0.04
2016,M,YANNICK,5,0.03
2017,M,YANNICK,6,0.03
2018,M,YANNICK,5,0.03
2019,M,YANNICK,4,0.02
2008,M,ZACHARY,538,2.26
2009,M,ZACHARY,490,2.07
2010,M,ZACHARY,441,1.94
2011,M,ZACHARY,445,1.99
2012,M,ZACHARY,402,1.8
2013,M,ZACHARY,348,1.61
2014,M,ZACHARY,339,1.65
2015,M,ZACHARY,296,1.48
2016,M,ZACHARY,241,1.25
2017,M,ZACHARY,204,1.18
2018,M,ZACHARY,205,1.23
2019,M,ZACHARY,192,1.19
2008,M,ZACK,155,0.65
2009,M,ZACK,229,0.97
2010,M,ZACK,275,1.21
2011,M,ZACK,290,1.3
2012,M,ZACK,319,1.43
2013,M,ZACK,330,1.52
2014,M,ZACK,318,1.55
2015,M,ZACK,336,1.68
2016,M,ZACK,356,1.85
2017,M,ZACK,292,1.69
2018,M,ZACK,284,1.7
2019,M,ZACK,247,1.53
2008,F,ADELE,72,0.44
2009,F,ADELE,78,0.48
2010,F,ADELE,60,0.37
2011,F,ADELE,100,0.63
2012,F,ADELE,133,0.84
2013,F,ADELE,136,0.87
2014,F,ADELE,172,1.1
2015,F,ADELE,169,1.13
2016,F,ADELE,142,0.99
2017,F,ADELE,152,1.12
2018,F,ADELE,148,1.15
2019,F,ADELE,153,1.24
2008,F,ALEXANDRA,174,1.07
2009,F,ALEXANDRA,143,0.88
2010,F,ALEXANDRA,133,0.83
2011,F,ALEXANDRA,110,0.69
2012,F,ALEXANDRA,106,0.67
2013,F,ALEXANDRA,86,0.55
2014,F,ALEXANDRA,73,0.47
2015,F,ALEXANDRA,66,0.44
2016,F,ALEXANDRA,55,0.38
2017,F,ALEXANDRA,49,0.36
2018,F,ALEXANDRA,31,0.24
2019,F,ALEXANDRA,38,0.31
2008,F,ALEXIA,274,1.69
2009,F,ALEXIA,279,1.71
2010,F,ALEXIA,277,1.73
2011,F,ALEXIA,261,1.65
2012,F,ALEXIA,206,1.3
2013,F,ALEXIA,176,1.13
2014,F,ALEXIA,177,1.13
2015,F,ALEXIA,158,1.06
2016,F,ALEXIA,132,0.92
2017,F,ALEXIA,155,1.14
2018,F,ALEXIA,127,0.99
2019,F,ALEXIA,83,0.67
2008,F,ALICE,236,1.45
2009,F,ALICE,286,1.76
2010,F,ALICE,381,2.38
2011,F,ALICE,389,2.45
2012,F,ALICE,400,2.52
2013,F,ALICE,451,2.9
2014,F,ALICE,471,3.01
2015,F,ALICE,480,3.21
2016,F,ALICE,501,3.48
2017,F,ALICE,520,3.84
2018,F,ALICE,530,4.12
2019,F,ALICE,513,4.15
2008,F,ALICIA,241,1.48
2009,F,ALICIA,278,1.71
2010,F,ALICIA,309,1.93
2011,F,ALICIA,290,1.83
2012,F,ALICIA,303,1.91
2013,F,ALICIA,257,1.65
2014,F,ALICIA,241,1.54
2015,F,ALICIA,256,1.71
2016,F,ALICIA,243,1.69
2017,F,ALICIA,185,1.37
2018,F,ALICIA,167,1.3
2019,F,ALICIA,155,1.25
2008,F,AMANDA,51,0.31
2009,F,AMANDA,62,0.38
2010,F,AMANDA,44,0.27
2011,F,AMANDA,46,0.29
2012,F,AMANDA,37,0.23
2013,F,AMANDA,31,0.2
2014,F,AMANDA,37,0.24
2015,F,AMANDA,37,0.25
2016,F,AMANDA,34,0.24
2017,F,AMANDA,42,0.31
2018,F,AMANDA,36,0.28
2019,F,AMANDA,28,0.23
2008,F,AMELIE,133,0.82
2009,F,AMELIE,154,0.95
2010,F,AMELIE,126,0.79
2011,F,AMELIE,146,0.92
2012,F,AMELIE,106,0.67
2013,F,AMELIE,75,0.48
2014,F,AMELIE,85,0.54
2015,F,AMELIE,73,0.49
2016,F,AMELIE,66,0.46
2017,F,AMELIE,58,0.43
2018,F,AMELIE,50,0.39
2019,F,AMELIE,48,0.39
2008,F,ANAIS,241,1.48
2009,F,ANAIS,262,1.61
2010,F,ANAIS,267,1.67
2011,F,ANAIS,287,1.81
2012,F,ANAIS,301,1.9
2013,F,ANAIS,278,1.79
2014,F,ANAIS,224,1.43
2015,F,ANAIS,214,1.43
2016,F,ANAIS,196,1.36
2017,F,ANAIS,129,0.95
2018,F,ANAIS,130,1.01
2019,F,ANAIS,108,0.87
2008,F,ANDREANNE,26,0.16
2009,F,ANDREANNE,15,0.09
2010,F,ANDREANNE,20,0.12
2011,F,ANDREANNE,9,0.06
2012,F,ANDREANNE,25,0.16
2013,F,ANDREANNE,20,0.13
2014,F,ANDREANNE,15,0.1
2015,F,ANDREANNE,6,0.04
2016,F,ANDREANNE,7,0.05
2017,F,ANDREANNE,5,0.04
2018,F,ANDREANNE,1,0.01
2019,F,ANDREANNE,6,0.05
2008,F,ANNABELLE,255,1.57
2009,F,ANNABELLE,248,1.52
2010,F,ANNABELLE,228,1.42
2011,F,ANNABELLE,231,1.46
2012,F,ANNABELLE,272,1.72
2013,F,ANNABELLE,216,1.39
2014,F,ANNABELLE,222,1.42
2015,F,ANNABELLE,237,1.59
2016,F,ANNABELLE,202,1.4
2017,F,ANNABELLE,191,1.41
2018,F,ANNABELLE,173,1.34
2019,F,ANNABELLE,129,1.04
2008,F,ANNIE,19,0.12
2009,F,ANNIE,10,0.06
2010,F,ANNIE,16,0.1
2011,F,ANNIE,20,0.13
2012,F,ANNIE,20,0.13
2013,F,ANNIE,13,0.08
2014,F,ANNIE,20,0.13
2015,F,ANNIE,13,0.09
2016,F,ANNIE,8,0.06
2017,F,ANNIE,13,0.1
2018,F,ANNIE,12,0.09
2019,F,ANNIE,7,0.06
2008,F,ARIANE,207,1.27
2009,F,ARIANE,221,1.36
2010,F,ARIANE,195,1.22
2011,F,ARIANE,188,1.19
2012,F,ARIANE,152,0.96
2013,F,ARIANE,148,0.95
2014,F,ARIANE,130,0.83
2015,F,ARIANE,119,0.8
2016,F,ARIANE,100,0.7
2017,F,ARIANE,73,0.54
2018,F,ARIANE,59,0.46
2019,F,ARIANE,51,0.41
2008,F,AUDREY,182,1.12
2009,F,AUDREY,153,0.94
2010,F,AUDREY,125,0.78
2011,F,AUDREY,104,0.66
2012,F,AUDREY,73,0.46
2013,F,AUDREY,88,0.57
2014,F,AUDREY,62,0.4
2015,F,AUDREY,59,0.39
2016,F,AUDREY,44,0.31
2017,F,AUDREY,27,0.2
2018,F,AUDREY,36,0.28
2019,F,AUDREY,33,0.27
2008,F,AURELIE,144,0.89
2009,F,AURELIE,219,1.34
2010,F,AURELIE,183,1.14
2011,F,AURELIE,184,1.16
2012,F,AURELIE,193,1.22
2013,F,AURELIE,176,1.13
2014,F,AURELIE,177,1.13
2015,F,AURELIE,168,1.12
2016,F,AURELIE,144,1
2017,F,AURELIE,139,1.03
2018,F,AURELIE,136,1.06
2019,F,AURELIE,118,0.95
2008,F,BEATRICE,158,0.97
2009,F,BEATRICE,170,1.04
2010,F,BEATRICE,210,1.31
2011,F,BEATRICE,235,1.48
2012,F,BEATRICE,289,1.82
2013,F,BEATRICE,268,1.72
2014,F,BEATRICE,291,1.86
2015,F,BEATRICE,392,2.62
2016,F,BEATRICE,382,2.66
2017,F,BEATRICE,371,2.74
2018,F,BEATRICE,332,2.58
2019,F,BEATRICE,343,2.77
2008,F,CAMILLE,312,1.92
2009,F,CAMILLE,352,2.16
2010,F,CAMILLE,344,2.15
2011,F,CAMILLE,342,2.16
2012,F,CAMILLE,349,2.2
2013,F,CAMILLE,288,1.85
2014,F,CAMILLE,335,2.14
2015,F,CAMILLE,323,2.16
2016,F,CAMILLE,278,1.93
2017,F,CAMILLE,236,1.74
2018,F,CAMILLE,229,1.78
2019,F,CAMILLE,177,1.43
2008,F,CAROLINE,19,0.12
2009,F,CAROLINE,16,0.1
2010,F,CAROLINE,7,0.04
2011,F,CAROLINE,15,0.09
2012,F,CAROLINE,10,0.06
2013,F,CAROLINE,11,0.07
2014,F,CAROLINE,12,0.08
2015,F,CAROLINE,12,0.08
2016,F,CAROLINE,6,0.04
2017,F,CAROLINE,10,0.07
2018,F,CAROLINE,5,0.04
2019,F,CAROLINE,7,0.06
2008,F,CATHERINE,108,0.67
2009,F,CATHERINE,109,0.67
2010,F,CATHERINE,107,0.67
2011,F,CATHERINE,83,0.52
2012,F,CATHERINE,64,0.4
2013,F,CATHERINE,62,0.4
2014,F,CATHERINE,52,0.33
2015,F,CATHERINE,55,0.37
2016,F,CATHERINE,36,0.25
2017,F,CATHERINE,27,0.2
2018,F,CATHERINE,21,0.16
2019,F,CATHERINE,24,0.19
2008,F,CHARLIE,201,1.24
2009,F,CHARLIE,228,1.4
2010,F,CHARLIE,240,1.5
2011,F,CHARLIE,298,1.88
2012,F,CHARLIE,323,2.04
2013,F,CHARLIE,350,2.25
2014,F,CHARLIE,387,2.47
2015,F,CHARLIE,324,2.17
2016,F,CHARLIE,391,2.72
2017,F,CHARLIE,425,3.14
2018,F,CHARLIE,451,3.5
2019,F,CHARLIE,499,4.03
2008,F,CHARLOTTE,311,1.92
2009,F,CHARLOTTE,278,1.71
2010,F,CHARLOTTE,273,1.7
2011,F,CHARLOTTE,288,1.82
2012,F,CHARLOTTE,277,1.75
2013,F,CHARLOTTE,340,2.19
2014,F,CHARLOTTE,375,2.39
2015,F,CHARLOTTE,385,2.58
2016,F,CHARLOTTE,411,2.86
2017,F,CHARLOTTE,430,3.17
2018,F,CHARLOTTE,443,3.44
2019,F,CHARLOTTE,497,4.02
2008,F,CHLOE,296,1.82
2009,F,CHLOE,333,2.04
2010,F,CHLOE,342,2.14
2011,F,CHLOE,358,2.26
2012,F,CHLOE,294,1.86
2013,F,CHLOE,357,2.29
2014,F,CHLOE,492,3.14
2015,F,CHLOE,406,2.72
2016,F,CHLOE,374,2.6
2017,F,CHLOE,324,2.39
2018,F,CHLOE,333,2.59
2019,F,CHLOE,331,2.68
2008,F,CHRISTINE,10,0.06
2009,F,CHRISTINE,7,0.04
2010,F,CHRISTINE,8,0.05
2011,F,CHRISTINE,13,0.08
2012,F,CHRISTINE,10,0.06
2013,F,CHRISTINE,7,0.04
2014,F,CHRISTINE,5,0.03
2015,F,CHRISTINE,8,0.05
2016,F,CHRISTINE,8,0.06
2017,F,CHRISTINE,7,0.05
2018,F,CHRISTINE,5,0.04
2019,F,CHRISTINE,8,0.06
2008,F,CINDY,21,0.13
2009,F,CINDY,18,0.11
2010,F,CINDY,12,0.07
2011,F,CINDY,13,0.08
2012,F,CINDY,5,0.03
2013,F,CINDY,8,0.05
2014,F,CINDY,8,0.05
2015,F,CINDY,5,0.03
2016,F,CINDY,1,0.01
2017,F,CINDY,4,0.03
2018,F,CINDY,3,0.02
2019,F,CINDY,1,0.01
2008,F,CLARA,173,1.07
2009,F,CLARA,176,1.08
2010,F,CLARA,219,1.37
2011,F,CLARA,233,1.47
2012,F,CLARA,193,1.22
2013,F,CLARA,214,1.38
2014,F,CLARA,258,1.65
2015,F,CLARA,257,1.72
2016,F,CLARA,254,1.77
2017,F,CLARA,271,2
2018,F,CLARA,287,2.23
2019,F,CLARA,336,2.72
2008,F,CLAUDIA,22,0.14
2009,F,CLAUDIA,24,0.15
2010,F,CLAUDIA,13,0.08
2011,F,CLAUDIA,18,0.11
2012,F,CLAUDIA,10,0.06
2013,F,CLAUDIA,11,0.07
2014,F,CLAUDIA,9,0.06
2015,F,CLAUDIA,9,0.06
2016,F,CLAUDIA,6,0.04
2017,F,CLAUDIA,3,0.02
2018,F,CLAUDIA,3,0.02
2019,F,CLAUDIA,2,0.02
2008,F,CORALIE,258,1.59
2009,F,CORALIE,312,1.92
2010,F,CORALIE,271,1.69
2011,F,CORALIE,271,1.71
2012,F,CORALIE,249,1.57
2013,F,CORALIE,218,1.4
2014,F,CORALIE,234,1.49
2015,F,CORALIE,171,1.14
2016,F,CORALIE,135,0.94
2017,F,CORALIE,119,0.88
2018,F,CORALIE,131,1.02
2019,F,CORALIE,114,0.92
2008,F,CYNTHIA,21,0.13
2009,F,CYNTHIA,15,0.09
2010,F,CYNTHIA,16,0.1
2011,F,CYNTHIA,3,0.02
2012,F,CYNTHIA,11,0.07
2013,F,CYNTHIA,7,0.04
2014,F,CYNTHIA,10,0.06
2015,F,CYNTHIA,9,0.06
2016,F,CYNTHIA,1,0.01
2017,F,CYNTHIA,4,0.03
2018,F,CYNTHIA,4,0.03
2019,F,CYNTHIA,4,0.03
2008,F,DAPHNEE,168,1.03
2009,F,DAPHNEE,153,0.94
2010,F,DAPHNEE,143,0.89
2011,F,DAPHNEE,138,0.87
2012,F,DAPHNEE,130,0.82
2013,F,DAPHNEE,127,0.82
2014,F,DAPHNEE,110,0.7
2015,F,DAPHNEE,101,0.68
2016,F,DAPHNEE,76,0.53
2017,F,DAPHNEE,64,0.47
2018,F,DAPHNEE,61,0.47
2019,F,DAPHNEE,50,0.4
2008,F,ELISABETH,101,0.62
2009,F,ELISABETH,103,0.63
2010,F,ELISABETH,106,0.66
2011,F,ELISABETH,99,0.62
2012,F,ELISABETH,95,0.6
2013,F,ELISABETH,93,0.6
2014,F,ELISABETH,106,0.68
2015,F,ELISABETH,90,0.6
2016,F,ELISABETH,108,0.75
2017,F,ELISABETH,104,0.77
2018,F,ELISABETH,96,0.75
2019,F,ELISABETH,104,0.84
2008,F,ELIZABETH,202,1.24
2009,F,ELIZABETH,217,1.33
2010,F,ELIZABETH,244,1.52
2011,F,ELIZABETH,195,1.23
2012,F,ELIZABETH,214,1.35
2013,F,ELIZABETH,230,1.48
2014,F,ELIZABETH,219,1.4
2015,F,ELIZABETH,218,1.46
2016,F,ELIZABETH,207,1.44
2017,F,ELIZABETH,194,1.43
2018,F,ELIZABETH,189,1.47
2019,F,ELIZABETH,178,1.44
2008,F,ELODIE,261,1.61
2009,F,ELODIE,235,1.44
2010,F,ELODIE,221,1.38
2011,F,ELODIE,206,1.3
2012,F,ELODIE,236,1.49
2013,F,ELODIE,204,1.31
2014,F,ELODIE,201,1.28
2015,F,ELODIE,202,1.35
2016,F,ELODIE,166,1.15
2017,F,ELODIE,151,1.11
2018,F,ELODIE,169,1.31
2019,F,ELODIE,126,1.02
2008,F,EMILIE,267,1.64
2009,F,EMILIE,253,1.55
2010,F,EMILIE,213,1.33
2011,F,EMILIE,202,1.27
2012,F,EMILIE,202,1.27
2013,F,EMILIE,167,1.07
2014,F,EMILIE,166,1.06
2015,F,EMILIE,153,1.02
2016,F,EMILIE,127,0.88
2017,F,EMILIE,96,0.71
2018,F,EMILIE,83,0.64
2019,F,EMILIE,69,0.56
2008,F,EMILY,134,0.83
2009,F,EMILY,110,0.68
2010,F,EMILY,118,0.74
2011,F,EMILY,102,0.64
2012,F,EMILY,114,0.72
2013,F,EMILY,113,0.73
2014,F,EMILY,106,0.68
2015,F,EMILY,89,0.6
2016,F,EMILY,75,0.52
2017,F,EMILY,71,0.52
2018,F,EMILY,69,0.54
2019,F,EMILY,48,0.39
2008,F,EMMA,388,2.39
2009,F,EMMA,414,2.54
2010,F,EMMA,408,2.55
2011,F,EMMA,459,2.9
2012,F,EMMA,525,3.31
2013,F,EMMA,521,3.35
2014,F,EMMA,580,3.7
2015,F,EMMA,633,4.23
2016,F,EMMA,649,4.51
2017,F,EMMA,622,4.59
2018,F,EMMA,618,4.8
2019,F,EMMA,517,4.18
2008,F,EMY,212,1.31
2009,F,EMY,202,1.24
2010,F,EMY,214,1.34
2011,F,EMY,201,1.27
2012,F,EMY,215,1.36
2013,F,EMY,176,1.13
2014,F,EMY,165,1.05
2015,F,EMY,168,1.12
2016,F,EMY,124,0.86
2017,F,EMY,128,0.94
2018,F,EMY,100,0.78
2019,F,EMY,90,0.73
2008,F,EVA,179,1.1
2009,F,EVA,182,1.12
2010,F,EVA,226,1.41
2011,F,EVA,263,1.66
2012,F,EVA,290,1.83
2013,F,EVA,304,1.95
2014,F,EVA,330,2.11
2015,F,EVA,342,2.29
2016,F,EVA,337,2.34
2017,F,EVA,321,2.37
2018,F,EVA,330,2.56
2019,F,EVA,297,2.4
2008,F,EVE,217,1.34
2009,F,EVE,225,1.38
2010,F,EVE,240,1.5
2011,F,EVE,218,1.38
2012,F,EVE,226,1.43
2013,F,EVE,211,1.36
2014,F,EVE,171,1.09
2015,F,EVE,150,1
2016,F,EVE,156,1.08
2017,F,EVE,117,0.86
2018,F,EVE,111,0.86
2019,F,EVE,90,0.73
2008,F,FLORENCE,382,2.35
2009,F,FLORENCE,392,2.41
2010,F,FLORENCE,376,2.35
2011,F,FLORENCE,440,2.78
2012,F,FLORENCE,445,2.81
2013,F,FLORENCE,457,2.94
2014,F,FLORENCE,484,3.09
2015,F,FLORENCE,464,3.1
2016,F,FLORENCE,474,3.29
2017,F,FLORENCE,491,3.62
2018,F,FLORENCE,441,3.42
2019,F,FLORENCE,418,3.38
2008,F,FREDERIQUE,175,1.08
2009,F,FREDERIQUE,143,0.88
2010,F,FREDERIQUE,104,0.65
2011,F,FREDERIQUE,115,0.73
2012,F,FREDERIQUE,95,0.6
2013,F,FREDERIQUE,104,0.67
2014,F,FREDERIQUE,94,0.6
2015,F,FREDERIQUE,93,0.62
2016,F,FREDERIQUE,63,0.44
2017,F,FREDERIQUE,60,0.44
2018,F,FREDERIQUE,38,0.3
2019,F,FREDERIQUE,45,0.36
2008,F,GABRIELLE,353,2.17
2009,F,GABRIELLE,350,2.15
2010,F,GABRIELLE,298,1.86
2011,F,GABRIELLE,240,1.51
2012,F,GABRIELLE,263,1.66
2013,F,GABRIELLE,211,1.36
2014,F,GABRIELLE,222,1.42
2015,F,GABRIELLE,177,1.18
2016,F,GABRIELLE,186,1.29
2017,F,GABRIELLE,137,1.01
2018,F,GABRIELLE,152,1.18
2019,F,GABRIELLE,141,1.14
2008,F,GENEVIEVE,16,0.1
2009,F,GENEVIEVE,11,0.07
2010,F,GENEVIEVE,13,0.08
2011,F,GENEVIEVE,10,0.06
2012,F,GENEVIEVE,11,0.07
2013,F,GENEVIEVE,7,0.04
2014,F,GENEVIEVE,4,0.03
2015,F,GENEVIEVE,7,0.05
2016,F,GENEVIEVE,1,0.01
2017,F,GENEVIEVE,7,0.05
2018,F,GENEVIEVE,4,0.03
2019,F,GENEVIEVE,5,0.04
2008,F,ISABELLE,45,0.28
2009,F,ISABELLE,42,0.26
2010,F,ISABELLE,46,0.29
2011,F,ISABELLE,37,0.23
2012,F,ISABELLE,37,0.23
2013,F,ISABELLE,49,0.31
2014,F,ISABELLE,53,0.34
2015,F,ISABELLE,44,0.29
2016,F,ISABELLE,28,0.19
2017,F,ISABELLE,37,0.27
2018,F,ISABELLE,20,0.16
2019,F,ISABELLE,18,0.15
2008,F,JADE,374,2.3
2009,F,JADE,369,2.27
2010,F,JADE,329,2.05
2011,F,JADE,339,2.14
2012,F,JADE,305,1.92
2013,F,JADE,313,2.01
2014,F,JADE,317,2.02
2015,F,JADE,339,2.27
2016,F,JADE,328,2.28
2017,F,JADE,326,2.41
2018,F,JADE,282,2.19
2019,F,JADE,285,2.3
2008,F,JASMINE,206,1.27
2009,F,JASMINE,172,1.06
2010,F,JASMINE,146,0.91
2011,F,JASMINE,179,1.13
2012,F,JASMINE,190,1.2
2013,F,JASMINE,171,1.1
2014,F,JASMINE,159,1.02
2015,F,JASMINE,143,0.96
2016,F,JASMINE,154,1.07
2017,F,JASMINE,140,1.03
2018,F,JASMINE,126,0.98
2019,F,JASMINE,143,1.16
2008,F,JEANNE,141,0.87
2009,F,JEANNE,141,0.87
2010,F,JEANNE,126,0.79
2011,F,JEANNE,142,0.9
2012,F,JEANNE,142,0.9
2013,F,JEANNE,145,0.93
2014,F,JEANNE,146,0.93
2015,F,JEANNE,152,1.02
2016,F,JEANNE,174,1.21
2017,F,JEANNE,192,1.42
2018,F,JEANNE,200,1.55
2019,F,JEANNE,160,1.29
2008,F,JENNIFER,36,0.22
2009,F,JENNIFER,28,0.17
2010,F,JENNIFER,18,0.11
2011,F,JENNIFER,16,0.1
2012,F,JENNIFER,20,0.13
2013,F,JENNIFER,15,0.1
2014,F,JENNIFER,17,0.11
2015,F,JENNIFER,20,0.13
2016,F,JENNIFER,5,0.03
2017,F,JENNIFER,9,0.07
2018,F,JENNIFER,8,0.06
2019,F,JENNIFER,13,0.11
2008,F,JESSICA,76,0.47
2009,F,JESSICA,69,0.42
2010,F,JESSICA,59,0.37
2011,F,JESSICA,43,0.27
2012,F,JESSICA,37,0.23
2013,F,JESSICA,26,0.17
2014,F,JESSICA,38,0.24
2015,F,JESSICA,28,0.19
2016,F,JESSICA,20,0.14
2017,F,JESSICA,16,0.12
2018,F,JESSICA,18,0.14
2019,F,JESSICA,15,0.12
2008,F,JOANIE,32,0.2
2009,F,JOANIE,37,0.23
2010,F,JOANIE,28,0.17
2011,F,JOANIE,16,0.1
2012,F,JOANIE,12,0.08
2013,F,JOANIE,12,0.08
2014,F,JOANIE,9,0.06
2015,F,JOANIE,3,0.02
2016,F,JOANIE,5,0.03
2017,F,JOANIE,5,0.04
2018,F,JOANIE,6,0.05
2019,F,JOANIE,4,0.03
2008,F,JULIA,142,0.87
2009,F,JULIA,138,0.85
2010,F,JULIA,134,0.84
2011,F,JULIA,122,0.77
2012,F,JULIA,151,0.95
2013,F,JULIA,138,0.89
2014,F,JULIA,165,1.05
2015,F,JULIA,181,1.21
2016,F,JULIA,167,1.16
2017,F,JULIA,154,1.14
2018,F,JULIA,176,1.37
2019,F,JULIA,179,1.45
2008,F,JULIE,21,0.13
2009,F,JULIE,16,0.1
