year,sex,name,n,prop
2014,M,KEVIN,45,0.22
2015,M,KEVIN,43,0.22
2016,M,KEVIN,32,0.17
2017,M,KEVIN,34,0.2
2018,M,KEVIN,26,0.16
1980,M,LAURENT,64,0.2
1981,M,LAURENT,59,0.18
1982,M,LAURENT,50,0.16
1983,M,LAURENT,70,0.23
1984,M,LAURENT,66,0.21
1985,M,LAURENT,62,0.2
1986,M,LAURENT,58,0.2
1987,M,LAURENT,79,0.27
1988,M,LAURENT,70,0.23
1989,M,LAURENT,79,0.25
1990,M,LAURENT,94,0.28
1991,M,LAURENT,98,0.29
1992,M,LAURENT,99,0.3
1993,M,LAURENT,112,0.36
1994,M,LAURENT,66,0.21
1995,M,LAURENT,97,0.33
1996,M,LAURENT,104,0.36
1997,M,LAURENT,100,0.38
1998,M,LAURENT,88,0.36
1999,M,LAURENT,97,0.41
2000,M,LAURENT,85,0.37
2001,M,LAURENT,82,0.35
2002,M,LAURENT,82,0.36
2003,M,LAURENT,96,0.43
2004,M,LAURENT,80,0.36
2005,M,LAURENT,105,0.48
2006,M,LAURENT,121,0.52
2007,M,LAURENT,118,0.51
2008,M,LAURENT,144,0.61
2009,M,LAURENT,146,0.62
2010,M,LAURENT,116,0.51
2011,M,LAURENT,112,0.5
2012,M,LAURENT,158,0.71
2013,M,LAURENT,158,0.73
2014,M,LAURENT,177,0.87
2015,M,LAURENT,178,0.89
2016,M,LAURENT,176,0.92
2017,M,LAURENT,181,1.06
2018,M,LAURENT,198,1.2
1980,M,LEO,6,0.02
1981,M,LEO,10,0.03
1982,M,LEO,6,0.02
1983,M,LEO,6,0.02
1984,M,LEO,4,0.01
1985,M,LEO,8,0.03
1986,M,LEO,5,0.02
1987,M,LEO,6,0.02
1988,M,LEO,5,0.02
1989,M,LEO,5,0.02
1990,M,LEO,20,0.06
1991,M,LEO,14,0.04
1992,M,LEO,18,0.06
1993,M,LEO,16,0.05
1994,M,LEO,20,0.06
1995,M,LEO,20,0.07
1996,M,LEO,29,0.1
1997,M,LEO,23,0.09
1998,M,LEO,46,0.19
1999,M,LEO,54,0.23
2000,M,LEO,49,0.21
2001,M,LEO,56,0.24
2002,M,LEO,70,0.31
2003,M,LEO,80,0.36
2004,M,LEO,112,0.51
2005,M,LEO,142,0.65
2006,M,LEO,135,0.58
2007,M,LEO,164,0.71
2008,M,LEO,151,0.64
2009,M,LEO,196,0.83
2010,M,LEO,208,0.92
2011,M,LEO,242,1.09
2012,M,LEO,306,1.37
2013,M,LEO,394,1.83
2014,M,LEO,389,1.9
2015,M,LEO,480,2.4
2016,M,LEO,518,2.7
2017,M,LEO,498,2.91
2018,M,LEO,536,3.25
1980,M,LIAM,1,0
1981,M,LIAM,0,0
1982,M,LIAM,5,0.02
1983,M,LIAM,1,0
1984,M,LIAM,1,0
1985,M,LIAM,1,0
1986,M,LIAM,2,0.01
1987,M,LIAM,4,0.01
1988,M,LIAM,1,0
1989,M,LIAM,6,0.02
1990,M,LIAM,4,0.01
1991,M,LIAM,5,0.01
1992,M,LIAM,9,0.03
1993,M,LIAM,6,0.02
1994,M,LIAM,19,0.06
1995,M,LIAM,36,0.12
1996,M,LIAM,48,0.17
1997,M,LIAM,47,0.18
1998,M,LIAM,44,0.18
1999,M,LIAM,65,0.27
2000,M,LIAM,44,0.19
2001,M,LIAM,76,0.32
2002,M,LIAM,75,0.33
2003,M,LIAM,89,0.4
2004,M,LIAM,133,0.61
2005,M,LIAM,122,0.56
2006,M,LIAM,149,0.64
2007,M,LIAM,187,0.81
2008,M,LIAM,236,0.99
2009,M,LIAM,306,1.29
2010,M,LIAM,320,1.41
2011,M,LIAM,374,1.68
2012,M,LIAM,542,2.43
2013,M,LIAM,702,3.25
2014,M,LIAM,712,3.49
2015,M,LIAM,669,3.35
2016,M,LIAM,666,3.47
2017,M,LIAM,634,3.7
2018,M,LIAM,629,3.82
1980,M,LOGAN,1,0
1981,M,LOGAN,1,0
1982,M,LOGAN,3,0.01
1983,M,LOGAN,0,0
1984,M,LOGAN,1,0
1985,M,LOGAN,2,0.01
1986,M,LOGAN,1,0
1987,M,LOGAN,5,0.02
1988,M,LOGAN,1,0
1989,M,LOGAN,3,0.01
1990,M,LOGAN,2,0.01
1991,M,LOGAN,7,0.02
1992,M,LOGAN,5,0.02
1993,M,LOGAN,2,0.01
1994,M,LOGAN,6,0.02
1995,M,LOGAN,8,0.03
1996,M,LOGAN,9,0.03
1997,M,LOGAN,17,0.06
1998,M,LOGAN,9,0.04
1999,M,LOGAN,19,0.08
2000,M,LOGAN,15,0.07
2001,M,LOGAN,28,0.12
2002,M,LOGAN,35,0.16
2003,M,LOGAN,60,0.27
2004,M,LOGAN,57,0.26
2005,M,LOGAN,66,0.3
2006,M,LOGAN,85,0.37
2007,M,LOGAN,133,0.57
2008,M,LOGAN,116,0.49
2009,M,LOGAN,178,0.75
2010,M,LOGAN,213,0.94
2011,M,LOGAN,295,1.32
2012,M,LOGAN,342,1.53
2013,M,LOGAN,522,2.42
2014,M,LOGAN,604,2.96
2015,M,LOGAN,588,2.94
2016,M,LOGAN,584,3.04
2017,M,LOGAN,675,3.94
2018,M,LOGAN,636,3.86
1980,M,LOIC,5,0.02
1981,M,LOIC,11,0.03
1982,M,LOIC,12,0.04
1983,M,LOIC,16,0.05
1984,M,LOIC,13,0.04
1985,M,LOIC,12,0.04
1986,M,LOIC,7,0.02
1987,M,LOIC,14,0.05
1988,M,LOIC,11,0.04
1989,M,LOIC,24,0.07
1990,M,LOIC,24,0.07
1991,M,LOIC,20,0.06
1992,M,LOIC,35,0.11
1993,M,LOIC,45,0.14
1994,M,LOIC,45,0.15
1995,M,LOIC,31,0.1
1996,M,LOIC,48,0.17
1997,M,LOIC,44,0.17
1998,M,LOIC,48,0.2
1999,M,LOIC,66,0.28
2000,M,LOIC,92,0.4
2001,M,LOIC,104,0.44
2002,M,LOIC,145,0.65
2003,M,LOIC,190,0.85
2004,M,LOIC,206,0.94
2005,M,LOIC,239,1.1
2006,M,LOIC,273,1.18
2007,M,LOIC,314,1.35
2008,M,LOIC,346,1.46
2009,M,LOIC,377,1.59
2010,M,LOIC,357,1.57
2011,M,LOIC,330,1.48
2012,M,LOIC,333,1.49
2013,M,LOIC,308,1.43
2014,M,LOIC,311,1.52
2015,M,LOIC,240,1.2
2016,M,LOIC,215,1.12
2017,M,LOIC,230,1.34
2018,M,LOIC,183,1.11
1980,M,LOUIS,169,0.51
1981,M,LOUIS,150,0.46
1982,M,LOUIS,182,0.59
1983,M,LOUIS,142,0.46
1984,M,LOUIS,146,0.47
1985,M,LOUIS,116,0.38
1986,M,LOUIS,121,0.41
1987,M,LOUIS,90,0.31
1988,M,LOUIS,93,0.31
1989,M,LOUIS,100,0.31
1990,M,LOUIS,108,0.32
1991,M,LOUIS,108,0.32
1992,M,LOUIS,116,0.36
1993,M,LOUIS,115,0.37
1994,M,LOUIS,114,0.37
1995,M,LOUIS,93,0.31
1996,M,LOUIS,123,0.43
1997,M,LOUIS,139,0.53
1998,M,LOUIS,119,0.49
1999,M,LOUIS,134,0.56
2000,M,LOUIS,117,0.51
2001,M,LOUIS,110,0.47
2002,M,LOUIS,111,0.49
2003,M,LOUIS,130,0.58
2004,M,LOUIS,136,0.62
2005,M,LOUIS,142,0.65
2006,M,LOUIS,184,0.79
2007,M,LOUIS,177,0.76
2008,M,LOUIS,196,0.82
2009,M,LOUIS,192,0.81
2010,M,LOUIS,210,0.93
2011,M,LOUIS,220,0.99
2012,M,LOUIS,231,1.04
2013,M,LOUIS,291,1.35
2014,M,LOUIS,314,1.54
2015,M,LOUIS,291,1.46
2016,M,LOUIS,317,1.65
2017,M,LOUIS,307,1.79
2018,M,LOUIS,331,2.01
1980,M,LUCAS,8,0.02
1981,M,LUCAS,11,0.03
1982,M,LUCAS,20,0.06
1983,M,LUCAS,18,0.06
1984,M,LUCAS,11,0.04
1985,M,LUCAS,9,0.03
1986,M,LUCAS,15,0.05
1987,M,LUCAS,9,0.03
1988,M,LUCAS,21,0.07
1989,M,LUCAS,31,0.1
1990,M,LUCAS,60,0.18
1991,M,LUCAS,49,0.14
1992,M,LUCAS,53,0.16
1993,M,LUCAS,56,0.18
1994,M,LUCAS,46,0.15
1995,M,LUCAS,70,0.24
1996,M,LUCAS,68,0.24
1997,M,LUCAS,66,0.25
1998,M,LUCAS,55,0.23
1999,M,LUCAS,76,0.32
2000,M,LUCAS,101,0.44
2001,M,LUCAS,100,0.43
2002,M,LUCAS,131,0.58
2003,M,LUCAS,127,0.57
2004,M,LUCAS,171,0.78
2005,M,LUCAS,203,0.93
2006,M,LUCAS,240,1.04
2007,M,LUCAS,331,1.43
2008,M,LUCAS,383,1.61
2009,M,LUCAS,377,1.59
2010,M,LUCAS,414,1.82
2011,M,LUCAS,376,1.69
2012,M,LUCAS,391,1.75
2013,M,LUCAS,318,1.47
2014,M,LUCAS,308,1.51
2015,M,LUCAS,263,1.32
2016,M,LUCAS,325,1.69
2017,M,LUCAS,288,1.68
2018,M,LUCAS,298,1.81
1980,M,MARC ANDRE,449,1.37
1981,M,MARC ANDRE,561,1.71
1982,M,MARC ANDRE,467,1.51
1983,M,MARC ANDRE,569,1.84
1984,M,MARC ANDRE,555,1.8
1985,M,MARC ANDRE,601,1.98
1986,M,MARC ANDRE,590,2.01
1987,M,MARC ANDRE,530,1.82
1988,M,MARC ANDRE,475,1.58
1989,M,MARC ANDRE,586,1.83
1990,M,MARC ANDRE,801,2.35
1991,M,MARC ANDRE,687,2.03
1992,M,MARC ANDRE,490,1.51
1993,M,MARC ANDRE,417,1.33
1994,M,MARC ANDRE,337,1.09
1995,M,MARC ANDRE,251,0.85
1996,M,MARC ANDRE,163,0.57
1997,M,MARC ANDRE,101,0.39
1998,M,MARC ANDRE,63,0.26
1999,M,MARC ANDRE,36,0.15
2000,M,MARC ANDRE,19,0.08
2001,M,MARC ANDRE,19,0.08
2002,M,MARC ANDRE,10,0.04
2003,M,MARC ANDRE,5,0.02
2004,M,MARC ANDRE,2,0.01
2005,M,MARC ANDRE,2,0.01
2006,M,MARC ANDRE,1,0
2007,M,MARC ANDRE,1,0
2008,M,MARC ANDRE,0,0
2009,M,MARC ANDRE,1,0
2010,M,MARC ANDRE,0,0
2011,M,MARC ANDRE,0,0
2012,M,MARC ANDRE,0,0
2013,M,MARC ANDRE,0,0
2014,M,MARC ANDRE,0,0
2015,M,MARC ANDRE,0,0
2016,M,MARC ANDRE,1,0.01
2017,M,MARC ANDRE,0,0
2018,M,MARC ANDRE,0,0
1980,M,MARC ANTOINE,55,0.17
1981,M,MARC ANTOINE,107,0.33
1982,M,MARC ANTOINE,85,0.27
1983,M,MARC ANTOINE,64,0.21
1984,M,MARC ANTOINE,47,0.15
1985,M,MARC ANTOINE,73,0.24
1986,M,MARC ANTOINE,70,0.24
1987,M,MARC ANTOINE,89,0.31
1988,M,MARC ANTOINE,130,0.43
1989,M,MARC ANTOINE,195,0.61
1990,M,MARC ANTOINE,333,0.98
1991,M,MARC ANTOINE,404,1.19
1992,M,MARC ANTOINE,387,1.19
1993,M,MARC ANTOINE,377,1.2
1994,M,MARC ANTOINE,391,1.27
1995,M,MARC ANTOINE,383,1.29
1996,M,MARC ANTOINE,263,0.92
1997,M,MARC ANTOINE,209,0.8
1998,M,MARC ANTOINE,198,0.81
1999,M,MARC ANTOINE,123,0.52
2000,M,MARC ANTOINE,109,0.47
2001,M,MARC ANTOINE,89,0.38
2002,M,MARC ANTOINE,20,0.09
2003,M,MARC ANTOINE,18,0.08
2004,M,MARC ANTOINE,15,0.07
2005,M,MARC ANTOINE,11,0.05
2006,M,MARC ANTOINE,5,0.02
2007,M,MARC ANTOINE,1,0
2008,M,MARC ANTOINE,1,0
2009,M,MARC ANTOINE,2,0.01
2010,M,MARC ANTOINE,2,0.01
2011,M,MARC ANTOINE,3,0.01
2012,M,MARC ANTOINE,0,0
2013,M,MARC ANTOINE,0,0
2014,M,MARC ANTOINE,0,0
2015,M,MARC ANTOINE,1,0.01
2016,M,MARC ANTOINE,0,0
2017,M,MARC ANTOINE,0,0
2018,M,MARC ANTOINE,0,0
1980,M,MARC,455,1.39
1981,M,MARC,467,1.43
1982,M,MARC,397,1.28
1983,M,MARC,379,1.23
1984,M,MARC,353,1.14
1985,M,MARC,320,1.06
1986,M,MARC,244,0.83
1987,M,MARC,250,0.86
1988,M,MARC,223,0.74
1989,M,MARC,181,0.56
1990,M,MARC,151,0.44
1991,M,MARC,144,0.43
1992,M,MARC,101,0.31
1993,M,MARC,94,0.3
1994,M,MARC,97,0.31
1995,M,MARC,85,0.29
1996,M,MARC,85,0.3
1997,M,MARC,61,0.23
1998,M,MARC,62,0.25
1999,M,MARC,47,0.2
2000,M,MARC,42,0.18
2001,M,MARC,21,0.09
2002,M,MARC,32,0.14
2003,M,MARC,29,0.13
2004,M,MARC,33,0.15
2005,M,MARC,28,0.13
2006,M,MARC,19,0.08
2007,M,MARC,27,0.12
2008,M,MARC,21,0.09
2009,M,MARC,23,0.1
2010,M,MARC,11,0.05
2011,M,MARC,23,0.1
2012,M,MARC,17,0.08
2013,M,MARC,20,0.09
2014,M,MARC,18,0.09
2015,M,MARC,17,0.09
2016,M,MARC,10,0.05
2017,M,MARC,16,0.09
2018,M,MARC,17,0.1
1980,M,MARTIN,1446,4.41
1981,M,MARTIN,1176,3.59
1982,M,MARTIN,1002,3.23
1983,M,MARTIN,865,2.8
1984,M,MARTIN,726,2.35
1985,M,MARTIN,706,2.33
1986,M,MARTIN,508,1.73
1987,M,MARTIN,452,1.55
1988,M,MARTIN,384,1.27
1989,M,MARTIN,349,1.09
1990,M,MARTIN,320,0.94
1991,M,MARTIN,265,0.78
1992,M,MARTIN,213,0.65
1993,M,MARTIN,202,0.64
1994,M,MARTIN,154,0.5
1995,M,MARTIN,132,0.44
1996,M,MARTIN,120,0.42
1997,M,MARTIN,78,0.3
1998,M,MARTIN,41,0.17
1999,M,MARTIN,45,0.19
2000,M,MARTIN,33,0.14
2001,M,MARTIN,36,0.15
2002,M,MARTIN,38,0.17
2003,M,MARTIN,36,0.16
2004,M,MARTIN,28,0.13
2005,M,MARTIN,36,0.17
2006,M,MARTIN,28,0.12
2007,M,MARTIN,32,0.14
2008,M,MARTIN,22,0.09
2009,M,MARTIN,34,0.14
2010,M,MARTIN,21,0.09
2011,M,MARTIN,31,0.14
2012,M,MARTIN,21,0.09
2013,M,MARTIN,24,0.11
2014,M,MARTIN,28,0.14
2015,M,MARTIN,23,0.12
2016,M,MARTIN,12,0.06
2017,M,MARTIN,12,0.07
2018,M,MARTIN,16,0.1
1980,M,MATHIEU,1270,3.87
1981,M,MATHIEU,1364,4.16
1982,M,MATHIEU,1317,4.25
1983,M,MATHIEU,1203,3.9
1984,M,MATHIEU,1540,4.98
1985,M,MATHIEU,1468,4.85
1986,M,MATHIEU,1537,5.24
1987,M,MATHIEU,1395,4.79
1988,M,MATHIEU,1427,4.74
1989,M,MATHIEU,1393,4.35
1990,M,MATHIEU,1482,4.36
1991,M,MATHIEU,1276,3.77
1992,M,MATHIEU,1107,3.4
1993,M,MATHIEU,1046,3.33
1994,M,MATHIEU,983,3.19
1995,M,MATHIEU,858,2.89
1996,M,MATHIEU,816,2.86
1997,M,MATHIEU,687,2.62
1998,M,MATHIEU,595,2.43
1999,M,MATHIEU,570,2.4
2000,M,MATHIEU,497,2.16
2001,M,MATHIEU,506,2.16
2002,M,MATHIEU,438,1.95
2003,M,MATHIEU,422,1.88
2004,M,MATHIEU,368,1.68
2005,M,MATHIEU,322,1.48
2006,M,MATHIEU,288,1.24
2007,M,MATHIEU,267,1.15
2008,M,MATHIEU,233,0.98
2009,M,MATHIEU,190,0.8
2010,M,MATHIEU,185,0.81
2011,M,MATHIEU,124,0.56
2012,M,MATHIEU,160,0.72
2013,M,MATHIEU,104,0.48
2014,M,MATHIEU,95,0.47
2015,M,MATHIEU,88,0.44
2016,M,MATHIEU,65,0.34
2017,M,MATHIEU,50,0.29
2018,M,MATHIEU,32,0.19
1980,M,MATHIS,0,0
1981,M,MATHIS,0,0
1982,M,MATHIS,0,0
1983,M,MATHIS,0,0
1984,M,MATHIS,0,0
1985,M,MATHIS,0,0
1986,M,MATHIS,0,0
1987,M,MATHIS,0,0
1988,M,MATHIS,0,0
1989,M,MATHIS,0,0
1990,M,MATHIS,0,0
1991,M,MATHIS,0,0
1992,M,MATHIS,0,0
1993,M,MATHIS,2,0.01
1994,M,MATHIS,2,0.01
1995,M,MATHIS,5,0.02
1996,M,MATHIS,1,0
1997,M,MATHIS,8,0.03
1998,M,MATHIS,4,0.02
1999,M,MATHIS,11,0.05
2000,M,MATHIS,31,0.13
2001,M,MATHIS,91,0.39
2002,M,MATHIS,464,2.07
2003,M,MATHIS,607,2.71
2004,M,MATHIS,563,2.57
2005,M,MATHIS,537,2.46
2006,M,MATHIS,551,2.38
2007,M,MATHIS,542,2.34
2008,M,MATHIS,559,2.35
2009,M,MATHIS,493,2.09
2010,M,MATHIS,454,2
2011,M,MATHIS,454,2.04
2012,M,MATHIS,420,1.88
2013,M,MATHIS,380,1.76
2014,M,MATHIS,343,1.68
2015,M,MATHIS,325,1.63
2016,M,MATHIS,315,1.64
2017,M,MATHIS,216,1.26
2018,M,MATHIS,197,1.19
1980,M,MATTHEW,78,0.24
1981,M,MATTHEW,128,0.39
1982,M,MATTHEW,126,0.41
1983,M,MATTHEW,141,0.46
1984,M,MATTHEW,140,0.45
1985,M,MATTHEW,158,0.52
1986,M,MATTHEW,204,0.7
1987,M,MATTHEW,179,0.61
1988,M,MATTHEW,199,0.66
1989,M,MATTHEW,199,0.62
1990,M,MATTHEW,220,0.65
1991,M,MATTHEW,186,0.55
1992,M,MATTHEW,159,0.49
1993,M,MATTHEW,138,0.44
1994,M,MATTHEW,156,0.51
1995,M,MATTHEW,187,0.63
1996,M,MATTHEW,172,0.6
1997,M,MATTHEW,190,0.73
1998,M,MATTHEW,135,0.55
1999,M,MATTHEW,145,0.61
2000,M,MATTHEW,144,0.63
2001,M,MATTHEW,143,0.61
2002,M,MATTHEW,122,0.54
2003,M,MATTHEW,144,0.64
2004,M,MATTHEW,147,0.67
2005,M,MATTHEW,134,0.61
2006,M,MATTHEW,121,0.52
2007,M,MATTHEW,113,0.49
2008,M,MATTHEW,112,0.47
2009,M,MATTHEW,81,0.34
2010,M,MATTHEW,81,0.36
2011,M,MATTHEW,79,0.35
2012,M,MATTHEW,87,0.39
2013,M,MATTHEW,74,0.34
2014,M,MATTHEW,66,0.32
2015,M,MATTHEW,62,0.31
2016,M,MATTHEW,51,0.27
2017,M,MATTHEW,61,0.36
2018,M,MATTHEW,57,0.35
1980,M,MAXIM,33,0.1
1981,M,MAXIM,38,0.12
1982,M,MAXIM,46,0.15
1983,M,MAXIM,62,0.2
1984,M,MAXIM,61,0.2
1985,M,MAXIM,70,0.23
1986,M,MAXIM,85,0.29
1987,M,MAXIM,89,0.31
1988,M,MAXIM,115,0.38
1989,M,MAXIM,84,0.26
1990,M,MAXIM,128,0.38
1991,M,MAXIM,108,0.32
1992,M,MAXIM,67,0.21
1993,M,MAXIM,81,0.26
1994,M,MAXIM,77,0.25
1995,M,MAXIM,91,0.31
1996,M,MAXIM,82,0.29
1997,M,MAXIM,73,0.28
1998,M,MAXIM,88,0.36
1999,M,MAXIM,97,0.41
2000,M,MAXIM,95,0.41
2001,M,MAXIM,95,0.41
2002,M,MAXIM,113,0.5
2003,M,MAXIM,129,0.58
2004,M,MAXIM,105,0.48
2005,M,MAXIM,113,0.52
2006,M,MAXIM,110,0.47
2007,M,MAXIM,136,0.59
2008,M,MAXIM,147,0.62
2009,M,MAXIM,154,0.65
2010,M,MAXIM,158,0.7
2011,M,MAXIM,115,0.52
2012,M,MAXIM,88,0.39
2013,M,MAXIM,83,0.38
2014,M,MAXIM,72,0.35
2015,M,MAXIM,52,0.26
2016,M,MAXIM,45,0.23
2017,M,MAXIM,35,0.2
2018,M,MAXIM,38,0.23
1980,M,MAXIME,507,1.54
1981,M,MAXIME,559,1.71
1982,M,MAXIME,649,2.09
1983,M,MAXIME,993,3.22
1984,M,MAXIME,1182,3.83
1985,M,MAXIME,1347,4.45
1986,M,MAXIME,1384,4.72
1987,M,MAXIME,1443,4.95
1988,M,MAXIME,1646,5.46
1989,M,MAXIME,1985,6.19
1990,M,MAXIME,2088,6.14
1991,M,MAXIME,1891,5.59
1992,M,MAXIME,1609,4.94
1993,M,MAXIME,1422,4.53
1994,M,MAXIME,1363,4.42
1995,M,MAXIME,1129,3.8
1996,M,MAXIME,1060,3.71
1997,M,MAXIME,895,3.42
1998,M,MAXIME,759,3.11
1999,M,MAXIME,635,2.68
2000,M,MAXIME,549,2.39
2001,M,MAXIME,496,2.12
2002,M,MAXIME,452,2.01
2003,M,MAXIME,405,1.81
2004,M,MAXIME,352,1.6
2005,M,MAXIME,344,1.58
2006,M,MAXIME,365,1.57
2007,M,MAXIME,334,1.44
2008,M,MAXIME,359,1.51
2009,M,MAXIME,314,1.33
2010,M,MAXIME,298,1.31
2011,M,MAXIME,236,1.06
2012,M,MAXIME,219,0.98
2013,M,MAXIME,176,0.82
2014,M,MAXIME,159,0.78
2015,M,MAXIME,154,0.77
2016,M,MAXIME,133,0.69
2017,M,MAXIME,88,0.51
2018,M,MAXIME,68,0.41
1980,M,MICHAEL,491,1.5
1981,M,MICHAEL,475,1.45
1982,M,MICHAEL,582,1.88
1983,M,MICHAEL,726,2.35
1984,M,MICHAEL,680,2.2
1985,M,MICHAEL,682,2.25
1986,M,MICHAEL,898,3.06
1987,M,MICHAEL,974,3.34
1988,M,MICHAEL,937,3.11
1989,M,MICHAEL,930,2.9
1990,M,MICHAEL,926,2.72
1991,M,MICHAEL,985,2.91
1992,M,MICHAEL,903,2.78
1993,M,MICHAEL,778,2.48
1994,M,MICHAEL,784,2.54
1995,M,MICHAEL,704,2.37
1996,M,MICHAEL,607,2.12
1997,M,MICHAEL,506,1.93
1998,M,MICHAEL,470,1.92
1999,M,MICHAEL,374,1.58
2000,M,MICHAEL,330,1.44
2001,M,MICHAEL,320,1.37
2002,M,MICHAEL,260,1.16
2003,M,MICHAEL,243,1.08
2004,M,MICHAEL,205,0.93
2005,M,MICHAEL,197,0.9
2006,M,MICHAEL,173,0.75
2007,M,MICHAEL,147,0.63
2008,M,MICHAEL,167,0.7
2009,M,MICHAEL,160,0.68
2010,M,MICHAEL,146,0.64
2011,M,MICHAEL,136,0.61
2012,M,MICHAEL,133,0.6
2013,M,MICHAEL,127,0.59
2014,M,MICHAEL,131,0.64
2015,M,MICHAEL,109,0.55
2016,M,MICHAEL,94,0.49
2017,M,MICHAEL,84,0.49
2018,M,MICHAEL,75,0.45
1980,M,MICHEL,442,1.35
1981,M,MICHEL,406,1.24
1982,M,MICHEL,353,1.14
1983,M,MICHEL,322,1.04
1984,M,MICHEL,247,0.8
1985,M,MICHEL,201,0.66
1986,M,MICHEL,184,0.63
1987,M,MICHEL,159,0.55
1988,M,MICHEL,131,0.43
1989,M,MICHEL,155,0.48
1990,M,MICHEL,117,0.34
1991,M,MICHEL,94,0.28
1992,M,MICHEL,98,0.3
1993,M,MICHEL,81,0.26
1994,M,MICHEL,84,0.27
1995,M,MICHEL,67,0.23
1996,M,MICHEL,65,0.23
1997,M,MICHEL,33,0.13
1998,M,MICHEL,26,0.11
1999,M,MICHEL,28,0.12
2000,M,MICHEL,29,0.13
2001,M,MICHEL,20,0.09
2002,M,MICHEL,24,0.11
2003,M,MICHEL,16,0.07
2004,M,MICHEL,14,0.06
2005,M,MICHEL,21,0.1
2006,M,MICHEL,10,0.04
2007,M,MICHEL,11,0.05
2008,M,MICHEL,19,0.08
2009,M,MICHEL,8,0.03
2010,M,MICHEL,19,0.08
2011,M,MICHEL,14,0.06
2012,M,MICHEL,15,0.07
2013,M,MICHEL,5,0.02
2014,M,MICHEL,8,0.04
2015,M,MICHEL,9,0.05
2016,M,MICHEL,7,0.04
2017,M,MICHEL,7,0.04
2018,M,MICHEL,8,0.05
1980,M,MIKAEL,30,0.09
1981,M,MIKAEL,13,0.04
1982,M,MIKAEL,36,0.12
1983,M,MIKAEL,31,0.1
1984,M,MIKAEL,48,0.16
1985,M,MIKAEL,49,0.16
1986,M,MIKAEL,68,0.23
1987,M,MIKAEL,86,0.3
1988,M,MIKAEL,90,0.3
1989,M,MIKAEL,100,0.31
1990,M,MIKAEL,121,0.36
1991,M,MIKAEL,145,0.43
1992,M,MIKAEL,140,0.43
1993,M,MIKAEL,120,0.38
1994,M,MIKAEL,124,0.4
1995,M,MIKAEL,121,0.41
1996,M,MIKAEL,139,0.49
1997,M,MIKAEL,116,0.44
1998,M,MIKAEL,136,0.56
1999,M,MIKAEL,125,0.53
2000,M,MIKAEL,117,0.51
2001,M,MIKAEL,114,0.49
2002,M,MIKAEL,88,0.39
2003,M,MIKAEL,101,0.45
2004,M,MIKAEL,196,0.89
2005,M,MIKAEL,127,0.58
2006,M,MIKAEL,121,0.52
2007,M,MIKAEL,113,0.49
2008,M,MIKAEL,133,0.56
2009,M,MIKAEL,137,0.58
2010,M,MIKAEL,161,0.71
2011,M,MIKAEL,167,0.75
2012,M,MIKAEL,131,0.59
2013,M,MIKAEL,92,0.43
2014,M,MIKAEL,82,0.4
2015,M,MIKAEL,78,0.39
2016,M,MIKAEL,81,0.42
2017,M,MIKAEL,48,0.28
2018,M,MIKAEL,52,0.32
1980,M,NATHAN,12,0.04
1981,M,NATHAN,11,0.03
1982,M,NATHAN,15,0.05
1983,M,NATHAN,16,0.05
1984,M,NATHAN,16,0.05
1985,M,NATHAN,18,0.06
1986,M,NATHAN,16,0.05
1987,M,NATHAN,25,0.09
1988,M,NATHAN,19,0.06
1989,M,NATHAN,31,0.1
1990,M,NATHAN,31,0.09
1991,M,NATHAN,42,0.12
1992,M,NATHAN,40,0.12
1993,M,NATHAN,46,0.15
1994,M,NATHAN,59,0.19
1995,M,NATHAN,104,0.35
1996,M,NATHAN,120,0.42
1997,M,NATHAN,105,0.4
1998,M,NATHAN,129,0.53
1999,M,NATHAN,163,0.69
2000,M,NATHAN,195,0.85
2001,M,NATHAN,275,1.18
2002,M,NATHAN,379,1.69
2003,M,NATHAN,476,2.12
2004,M,NATHAN,549,2.5
2005,M,NATHAN,626,2.87
2006,M,NATHAN,700,3.02
2007,M,NATHAN,785,3.38
2008,M,NATHAN,743,3.13
2009,M,NATHAN,798,3.38
2010,M,NATHAN,779,3.43
2011,M,NATHAN,802,3.6
2012,M,NATHAN,873,3.92
2013,M,NATHAN,792,3.67
2014,M,NATHAN,694,3.4
2015,M,NATHAN,643,3.22
2016,M,NATHAN,621,3.23
2017,M,NATHAN,499,2.91
2018,M,NATHAN,483,2.93
1980,M,NICHOLAS,136,0.41
1981,M,NICHOLAS,128,0.39
1982,M,NICHOLAS,186,0.6
1983,M,NICHOLAS,138,0.45
1984,M,NICHOLAS,143,0.46
1985,M,NICHOLAS,164,0.54
1986,M,NICHOLAS,152,0.52
1987,M,NICHOLAS,129,0.44
1988,M,NICHOLAS,150,0.5
1989,M,NICHOLAS,175,0.55
1990,M,NICHOLAS,185,0.54
1991,M,NICHOLAS,149,0.44
1992,M,NICHOLAS,176,0.54
1993,M,NICHOLAS,160,0.51
1994,M,NICHOLAS,208,0.67
1995,M,NICHOLAS,203,0.68
1996,M,NICHOLAS,180,0.63
1997,M,NICHOLAS,173,0.66
1998,M,NICHOLAS,165,0.68
1999,M,NICHOLAS,173,0.73
2000,M,NICHOLAS,106,0.46
2001,M,NICHOLAS,139,0.59
2002,M,NICHOLAS,129,0.57
2003,M,NICHOLAS,94,0.42
2004,M,NICHOLAS,98,0.45
2005,M,NICHOLAS,91,0.42
