Taxon	858.ITS	1002.ITS	927.ITS	902.ITS	988.ITS	851.ITS	987.ITS	957.ITS	997.ITS	953.ITS	848.ITS	972.ITS	986.ITS	918.ITS	931.ITS	903.ITS	967.ITS	1003.ITS	887.ITS	867.ITS	872.ITS	936.ITS	982.ITS	873.ITS	992.ITS	901.ITS	938.ITS	996.ITS	937.ITS	956.ITS	917.ITS	906.ITS	928.ITS	897.ITS	922.ITS	977.ITS	847.ITS	961.ITS	907.ITS	983.ITS	993.ITS	921.ITS	861.ITS	908.ITS	943.ITS	866.ITS	913.ITS	852.ITS	863.ITS	881.ITS	853.ITS	981.ITS	998.ITS	966.ITS	888.ITS	878.ITS	968.ITS	962.ITS	876.ITS	978.ITS	892.ITS	877.ITS	958.ITS	991.ITS	896.ITS	893.ITS	948.ITS	963.ITS	871.ITS	926.ITS	942.ITS	886.ITS	868.ITS	856.ITS	911.ITS	971.ITS	973.ITS	891.ITS	951.ITS	941.ITS	947.ITS	933.ITS	846.ITS	1001.ITS	882.ITS	898.ITS	862.ITS	857.ITS	912.ITS	923.ITS	932.ITS	952.ITS	916.ITS	976.ITS	946.ITS
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Macrocystidia	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	0.000111942123429	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	9.31416227216e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	0.00080764439325	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena	0.000130675293716	9.47872558535e-05	6.92221164662e-05	5.16900689637e-05	8.233080596e-05	6.09609294458e-05	0.000185814250609	5.90018059438e-05	9.33854908593e-05	6.2889548428e-05	3.65650959174e-05	6.21277205901e-05	7.49219592375e-05	7.22123703917e-05	4.69542247735e-05	7.74243311073e-05	8.46838588385e-05	9.90033402662e-05	7.45489432806e-05	8.9365718383e-05	4.86968485228e-05	5.28084970877e-05	7.81825251205e-05	7.15288133065e-05	8.19790950705e-05	5.03248093372e-05	5.64278358514e-05	7.54513801215e-05	7.49536817082e-05	4.83689802158e-05	7.86500848984e-05	7.11943512879e-05	3.97720956937e-05	0.000126701884212	6.47336634818e-05	0.000108352453098	6.26094169349e-05	4.56327436231e-05	0.000138090987631	6.93770399959e-05	9.31416227216e-05	5.65369147465e-05	4.19783795303e-05	7.19816107357e-05	6.36480055817e-05	5.31820703277e-05	8.15390969003e-05	4.19719990803e-05	4.55230837917e-05	3.85074253832e-05	6.15508348345e-05	6.79331957383e-05	7.55474362111e-05	6.52716808594e-05	5.09690366349e-05	0.000131409839249	5.6988434352e-05	5.10622073852e-05	4.4042099759e-05	6.45727323451e-05	4.72538656747e-05	5.1410531431e-05	4.52834770903e-05	9.08623354851e-05	8.16849570967e-05	7.20994973063e-05	5.43224194966e-05	5.07484469566e-05	5.46388890828e-05	4.28032022265e-05	4.28799645057e-05	5.70446769732e-05	4.62133835714e-05	4.23873471879e-05	5.70036493193e-05	7.22349741794e-05	7.04735158171e-05	6.85361090894e-05	6.1021789525e-05	5.14049265479e-05	9.58230058683e-05	6.92657065487e-05	4.23079972185e-05	8.1419607542e-05	3.71229523931e-05	6.41525368674e-05	4.61845935357e-05	9.4302707837e-05	6.41688236792e-05	8.97856212021e-05	4.72822209513e-05	5.20694593364e-05	5.26281430336e-05	7.61202381793e-05	6.20961181307e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Panellus	5.22370560584e-05	9.47872558535e-05	6.92221164662e-05	5.16900689637e-05	8.233080596e-05	6.09609294458e-05	0.000185814250609	5.90018059438e-05	9.33854908593e-05	6.2889548428e-05	3.65650959174e-05	6.21277205901e-05	7.49219592375e-05	7.22123703917e-05	4.69542247735e-05	7.74243311073e-05	8.46838588385e-05	9.90033402662e-05	7.45489432806e-05	8.9365718383e-05	4.86968485228e-05	5.28084970877e-05	0.00164368277181	7.15288133065e-05	8.19790950705e-05	5.03248093372e-05	5.64278358514e-05	7.54513801215e-05	7.49536817082e-05	4.83689802158e-05	7.86500848984e-05	7.11943512879e-05	3.97720956937e-05	0.000126701884212	6.47336634818e-05	0.000216534003273	6.26094169349e-05	0.000228091285189	0.000138090987631	6.93770399959e-05	9.31416227216e-05	5.65369147465e-05	4.19783795303e-05	0.000718797499658	6.36480055817e-05	5.31820703277e-05	0.000163078193801	4.19719990803e-05	4.55230837917e-05	3.85074253832e-05	6.15508348345e-05	6.79331957383e-05	7.55474362111e-05	6.52716808594e-05	5.09690366349e-05	5.25639356996e-05	5.6988434352e-05	5.10622073852e-05	4.4042099759e-05	6.45727323451e-05	4.72538656747e-05	7.719766105e-05	4.52834770903e-05	9.08623354851e-05	8.16849570967e-05	7.20994973063e-05	5.43224194966e-05	5.07484469566e-05	5.46388890828e-05	0.000107008005566	0.000728485958502	5.70446769732e-05	4.62133835714e-05	4.23873471879e-05	5.70036493193e-05	0.000108352461269	7.04735158171e-05	6.85361090894e-05	6.1021789525e-05	5.14049265479e-05	9.58230058683e-05	6.92657065487e-05	4.23079972185e-05	8.1419607542e-05	7.42459047862e-05	6.41525368674e-05	4.61845935357e-05	9.4302707837e-05	6.41688236792e-05	8.97856212021e-05	4.72822209513e-05	5.20694593364e-05	5.26281430336e-05	7.61202381793e-05	6.20961181307e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Niaceae; g__Flagelloscypha	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	0.00142151459453	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Omphalotaceae; g__Gymnopus	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	7.54513801215e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	0.000125019440822	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	4.19719990803e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	4.28032022265e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	6.86452430211e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	6.34619958277e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Flammulina	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	8.84087569954e-05	4.66927454297e-05	3.1444774214e-05	3.65650959174e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	4.84462469573e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	0.000113441452782	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	0.000113064477831	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	0.000134678431803	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Pluteus	5.22370560584e-05	9.47872558535e-05	6.92221164662e-05	5.16900689637e-05	8.233080596e-05	6.09609294458e-05	0.000185814250609	5.90018059438e-05	9.33854908593e-05	6.2889548428e-05	3.65650959174e-05	6.21277205901e-05	7.49219592375e-05	7.22123703917e-05	4.69542247735e-05	7.74243311073e-05	8.46838588385e-05	9.90033402662e-05	7.45489432806e-05	8.9365718383e-05	4.86968485228e-05	5.28084970877e-05	7.81825251205e-05	7.15288133065e-05	8.19790950705e-05	5.03248093372e-05	5.64278358514e-05	7.54513801215e-05	7.49536817082e-05	4.83689802158e-05	7.86500848984e-05	7.11943512879e-05	3.97720956937e-05	0.000126701884212	0.000161731732022	0.000108352453098	6.26094169349e-05	4.56327436231e-05	0.000138090987631	6.93770399959e-05	9.31416227216e-05	5.65369147465e-05	4.19783795303e-05	7.19816107357e-05	6.36480055817e-05	5.31820703277e-05	8.15390969003e-05	4.19719990803e-05	4.55230837917e-05	3.85074253832e-05	6.15508348345e-05	6.79331957383e-05	7.55474362111e-05	6.52716808594e-05	5.09690366349e-05	5.25639356996e-05	5.6988434352e-05	5.10622073852e-05	4.4042099759e-05	6.45727323451e-05	4.72538656747e-05	5.1410531431e-05	4.52834770903e-05	9.08623354851e-05	8.16849570967e-05	7.20994973063e-05	5.43224194966e-05	5.07484469566e-05	5.46388890828e-05	4.28032022265e-05	4.28799645057e-05	5.70446769732e-05	4.62133835714e-05	4.23873471879e-05	5.70036493193e-05	7.22349741794e-05	7.04735158171e-05	6.85361090894e-05	6.1021789525e-05	5.14049265479e-05	9.58230058683e-05	6.92657065487e-05	4.23079972185e-05	8.1419607542e-05	3.71229523931e-05	6.41525368674e-05	4.61845935357e-05	9.4302707837e-05	6.41688236792e-05	0.000179571242404	4.72822209513e-05	0.000104138918673	5.26281430336e-05	7.61202381793e-05	6.20961181307e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus	0.000156711168175	0.00028436176756	0.000207666349399	0.000155070206891	0.00024699241788	0.000182882788337	0.000557442751827	0.000177005417831	0.000326849218008	0.000535162017196	0.000109695287752	0.00018638316177	0.000224765877713	0.000216637111175	0.00014086267432	0.000232272993322	0.000254051576515	0.000297010020799	0.000223646829842	0.000268097155149	0.000146090545568	0.000158425491263	0.000234547575361	0.00021458643992	0.000245937285212	0.000150974428012	0.000169283507554	0.000226354140365	0.000224861045125	0.000145106940647	0.000235950254695	0.000213583053864	0.000119316287081	0.000380105652637	0.000873597176957	0.000325057359293	0.000187828250805	0.00125446585208	0.000414272962892	0.000208131119988	0.000279424868165	0.000395937885494	0.000125935138591	0.000215944832207	0.000190944016745	0.000159546210983	0.000244617290701	0.000125915997241	0.000136569251375	0.000154029701533	0.000184652504503	0.000203799587215	0.000264536325204	0.000195815042578	0.000178391628222	0.000183973774949	0.000170965303056	0.000332066450249	0.000132126299277	0.000193718197035	0.000141761597024	0.000154231594293	0.000135850431271	0.000272587006455	0.00024505487129	0.000216298491919	0.00016296725849	0.000964864916898	0.000163916667248	0.00012840960668	0.000128639893517	0.000199747204879	0.000138640150714	0.000169616884527	0.000171010947958	0.000252822409628	0.000211420547451	0.000205608327268	0.000183065368575	0.000154214779644	0.000287469017605	0.000207797119646	0.000126923991655	0.000244258822626	0.000111368857179	0.000192457610602	0.000138553780607	0.000282908123511	0.000192506471038	0.000987215635654	0.000141846662854	0.000156208378009	0.000157884429101	0.000228360714538	0.000186288354392
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis	0.000156711168175	0.000426542651341	0.000207666349399	0.000155070206891	0.00024699241788	0.000182882788337	0.000557442751827	0.000177005417831	0.000280156472578	0.000220213562091	0.000219390575504	0.00018638316177	0.000224765877713	0.000397397282775	0.00014086267432	0.000232272993322	0.000423149600374	0.000297010020799	0.000223646829842	0.000268097155149	0.000146090545568	0.000237471121398	0.000234547575361	0.00021458643992	0.000245937285212	0.000150974428012	0.000169283507554	0.000226354140365	0.000224861045125	0.000193553187605	0.000235950254695	0.000213583053864	0.000159152120108	0.000380105652637	0.00300857895166	0.000325057359293	0.000281542983159	0.00180184147677	0.000414272962892	0.000208131119988	0.000279424868165	0.00268747775542	0.000125935138591	0.000215944832207	0.000190944016745	0.000159546210983	0.000326156387601	0.000125915997241	0.000159403282258	0.00011552227615	0.000184652504503	0.000203799587215	0.000226642308633	0.000228555150869	0.000254682861402	0.000157691807099	0.000199368484394	0.00171171866312	0.000132126299277	0.000193718197035	0.000141761597024	0.000154231594293	0.000158420062369	0.000272587006455	0.00024505487129	0.000216298491919	0.00016296725849	0.00121876825786	0.000163916667248	0.00012840960668	0.000128639893517	0.000228269543366	0.000138640150714	0.000254526570455	0.000228014597277	0.000216704922538	0.000211420547451	0.000274253570289	0.000183065368575	0.000154214779644	0.000287469017605	0.000207797119646	0.000169231988874	0.000244258822626	0.000111368857179	0.000384813714026	0.000138553780607	0.000282908123511	0.000192506471038	0.00206407482665	0.000141846662854	0.000156208378009	0.00021059637491	0.000228360714538	0.000186288354392
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Parasola	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	0.000178879828094	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Psathyrella	7.83555840876e-05	0.000521179927359	0.000103833174699	7.75351034456e-05	0.00012349620894	9.14413941687e-05	0.000278721375914	0.000206318416963	0.000140078236289	9.4334322642e-05	5.48476438761e-05	9.31915808852e-05	0.000112382938856	0.000180645548789	7.04313371602e-05	0.000116136496661	0.000127025788258	0.000148505010399	0.000111823414921	0.000134048577575	7.30452727842e-05	7.92127456316e-05	0.000117273787681	0.00010729321996	0.000122968642606	7.54872140059e-05	8.46417537771e-05	0.000113177070182	0.000112430522562	7.25534703237e-05	0.000117975127348	0.000106791526932	5.96581435406e-05	0.000190052826319	0.000517664454489	0.000162528679647	9.39141254023e-05	6.84491154346e-05	0.000207136481446	0.000104065559994	0.000139712434082	8.48053721197e-05	6.29675692954e-05	0.000107972416104	9.54720083725e-05	7.97731054915e-05	0.00012230864535	6.29579986205e-05	6.82846256875e-05	5.77611380748e-05	9.23262522517e-05	0.000101899793607	0.000113321154317	9.79075212892e-05	7.64535549523e-05	7.88459035494e-05	8.5482651528e-05	0.000306535346557	6.60631496385e-05	9.68590985177e-05	7.08807985121e-05	7.71157971465e-05	6.79252156355e-05	0.000136293503228	0.000122527435645	0.000108149245959	8.14836292449e-05	7.61226704348e-05	8.19583336242e-05	6.42048033398e-05	6.43199467585e-05	0.000171224866392	6.93200753571e-05	6.35810207818e-05	8.5505473979e-05	0.000108352461269	0.000105710273726	0.000102804163634	9.15326842875e-05	7.71073898219e-05	0.000143734508802	0.000103898559823	6.34619958277e-05	0.000122129411313	5.56844285897e-05	9.62288053011e-05	6.92768903036e-05	0.000141454061756	0.000192710830349	0.000134678431803	7.0923331427e-05	7.81041890045e-05	7.89422145504e-05	0.000114180357269	9.31441771961e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Schizophyllaceae; g__Schizophyllum	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	0.000186770981719	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	0.000134678431803	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Deconica	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	3.65650959174e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	9.90033402662e-05	7.4667651789e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	9.68152271731e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	9.71004952228e-05	5.41762265489e-05	6.25097204111e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	5.09690366349e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	4.72538656747e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	7.62032235252e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	0.0001058224927	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	0.000314107608351	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
