Taxon	858.ITS	1002.ITS	927.ITS	902.ITS	988.ITS	851.ITS	987.ITS	957.ITS	997.ITS	953.ITS	848.ITS	972.ITS	986.ITS	918.ITS	931.ITS	903.ITS	967.ITS	1003.ITS	887.ITS	867.ITS	872.ITS	936.ITS	982.ITS	873.ITS	992.ITS	901.ITS	938.ITS	996.ITS	937.ITS	956.ITS	917.ITS	906.ITS	928.ITS	897.ITS	922.ITS	977.ITS	847.ITS	961.ITS	907.ITS	983.ITS	993.ITS	921.ITS	861.ITS	908.ITS	943.ITS	866.ITS	913.ITS	852.ITS	863.ITS	881.ITS	853.ITS	981.ITS	998.ITS	966.ITS	888.ITS	878.ITS	968.ITS	962.ITS	876.ITS	978.ITS	892.ITS	877.ITS	958.ITS	991.ITS	896.ITS	893.ITS	948.ITS	963.ITS	871.ITS	926.ITS	942.ITS	886.ITS	868.ITS	856.ITS	911.ITS	971.ITS	973.ITS	891.ITS	951.ITS	941.ITS	947.ITS	933.ITS	846.ITS	1001.ITS	882.ITS	898.ITS	862.ITS	857.ITS	912.ITS	923.ITS	932.ITS	952.ITS	916.ITS	976.ITS	946.ITS
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriaceae; g__Cyphellophora	0.000784299723003	0.00203702612184	0.0129257973082	0.0109225532277	0.00193386204822	0.000426630048954	0.00250936886554	0.00185602018538	0.00107363668301	0.00214134906694	0.00369243216999	0.000466155135285	0.000224765877713	0.00173516009998	0.000680612667669	0.000232272993322	0.00397461264214	0.00356239709018	0.00227706660829	0.00156460263238	0.000754417107556	0.000580225005976	0.00551803383528	0.00021458643992	0.00233562345622	0.00813221930822	0.0006214250203	0.00154603698192	0.000412482444591	0.00839874027395	0.00133667691906	0.000213583053864	0.00662638807163	0.000443257377944	0.00417327276092	0.00167758309086	0.00603313513664	0.00118608916957	0.00228110678624	0.00353986529073	0.00195508982124	0.00121635133726	0.00109297529252	0.00672077359859	0.00194257338555	0.002152531714	0.0019560352027	0.000902131491344	0.00107131473783	0.000519606524791	0.00126140131516	0.00384036856223	0.00158878183127	0.00264548416416	0.00264884784817	0.00120913792216	0.00705755331172	0.000715276159007	0.0011908899618	0.0015812145661	0.000638002431618	0.00113193219442	0.00162796984438	0.00467767956633	0.000775234048661	0.000937865683214	0.00059806070676	0.00165045226935	0.00213212321121	0.0104634684242	0.00171418407003	0.0021981276084	0.00286376733258	0.000870223037091	0.00116821288311	0.00148173424019	0.00172906995495	0.00082352464839	0.000244184018083	0.000949778760794	0.000287469017605	0.00211403334209	0.00304563512245	0.000935939001255	0.000445299212171	0.000769525920873	0.00110791870664	0.00051822006901	0.00298824402627	0.00112189406746	0.00246236470735	0.000884932858912	0.00166021678605	0.000418540866571	0.00114809258159
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Chaetothyriales_fam_Incertae_sedis; g__Strelitziana	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	9.68152271731e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	6.25097204111e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	6.42048033398e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala	0.000130592640146	0.000331755395487	0.000691339354261	0.000129225172409	0.0002058270149	0.000670280852404	0.000743549163208	0.00032413412501	0.000466779223359	0.000283203253112	0.000237673123463	0.00018638316177	0.000187304898094	0.000686705255582	0.000164339786707	0.000193560827768	0.000465356682885	0.000445358380343	0.000746439100873	0.000715206771336	0.000657023410511	0.000342921000076	0.000195456312801	0.000178822033266	0.000286926832747	0.000125812023343	0.000254104967815	0.000226354140365	0.000600103844056	0.000169368697497	0.000746926123726	0.00071138380886	0.000537241978529	0.000316754710531	0.000161834158705	0.00037906268292	0.000406562423981	0.000707090227379	0.000345227469077	0.000693988566751	0.000372419114901	0.000141342286866	0.000567510258299	0.0010424883907	0.000732354899668	0.000132955175819	0.000570515643185	0.000293670749121	0.000410215177034	0.000173222484754	0.000246203339338	0.000169832989346	0.000415871794557	0.000359202780448	0.000534931402007	0.000341665582047	0.000996114135271	0.000127655518463	0.000374778632344	0.000161431830863	0.000118134664187	0.000360119311728	0.000429688280225	0.000408736283754	0.000204212392742	0.000468875619784	0.000135806048741	0.000330026011398	0.000136597222707	0.000299554039863	0.000107199911264	0.000685171971988	0.000115533458928	0.000318242582788	0.000484350055248	0.000325172042497	0.000458526728708	0.000274362704221	0.000152554473812	0.00012851231637	0.000239557514671	0.000589198287928	0.000296088395869	0.000366259405446	0.00016699454692	0.000320661177158	0.000115461483839	0.000235756769593	0.00083531868404	0.000583464471958	0.000402350619051	0.000130173648341	0.000895935473204	0.00049466110475	0.000155240295327
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella	5.22370560584e-05	9.47872558535e-05	6.92221164662e-05	5.16900689637e-05	8.233080596e-05	6.09609294458e-05	0.000185814250609	5.90018059438e-05	9.33854908593e-05	6.2889548428e-05	3.65650959174e-05	6.21277205901e-05	7.49219592375e-05	7.22123703917e-05	4.69542247735e-05	7.74243311073e-05	8.46838588385e-05	9.90033402662e-05	7.45489432806e-05	8.9365718383e-05	4.86968485228e-05	5.28084970877e-05	7.81825251205e-05	7.15288133065e-05	8.19790950705e-05	5.03248093372e-05	5.64278358514e-05	7.54513801215e-05	7.49536817082e-05	4.83689802158e-05	7.86500848984e-05	7.11943512879e-05	3.97720956937e-05	0.000126701884212	6.47336634818e-05	0.000108352453098	6.26094169349e-05	4.56327436231e-05	0.000138090987631	6.93770399959e-05	9.31416227216e-05	0.000367759169256	4.19783795303e-05	7.19816107357e-05	6.36480055817e-05	5.31820703277e-05	8.15390969003e-05	4.19719990803e-05	4.55230837917e-05	9.62076339874e-05	6.15508348345e-05	6.79331957383e-05	7.55474362111e-05	6.52716808594e-05	5.09690366349e-05	5.25639356996e-05	5.6988434352e-05	5.10622073852e-05	4.4042099759e-05	6.45727323451e-05	4.72538656747e-05	5.1410531431e-05	4.52834770903e-05	9.08623354851e-05	8.16849570967e-05	7.20994973063e-05	5.43224194966e-05	5.07484469566e-05	5.46388890828e-05	4.28032022265e-05	4.28799645057e-05	5.70446769732e-05	4.62133835714e-05	4.23873471879e-05	5.70036493193e-05	7.22349741794e-05	7.04735158171e-05	6.85361090894e-05	6.1021789525e-05	5.14049265479e-05	9.58230058683e-05	6.92657065487e-05	4.23079972185e-05	8.1419607542e-05	3.71229523931e-05	6.41525368674e-05	4.61845935357e-05	9.4302707837e-05	6.41688236792e-05	8.97856212021e-05	4.72822209513e-05	5.20694593364e-05	5.26281430336e-05	7.61202381793e-05	6.20961181307e-05
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus	0.000392025881147	0.000426542651341	0.000346000356031	0.000232605310337	0.00037048862682	0.000304804647229	0.000836164127741	0.000412730785846	0.000466927454297	0.00122794847583	0.000182825479587	0.000279574742656	0.000337148816569	0.000361176474769	0.000352082155285	0.000348409489983	0.000381077364773	0.000594020041597	0.000335470244763	0.000402145732724	0.000219135818352	0.00060662925452	0.000351821363042	0.000500363228729	0.000368905927817	0.000226461642018	0.000253925261331	0.000339531210547	0.000675057525765	0.000459814379016	0.000786376007579	0.000320374580796	0.000178974430622	0.000570158478956	0.00055003128623	0.000541591362566	0.00031294738815	0.000205347346304	0.00338692030826	0.000312196679981	0.000419137302247	0.000480743257614	0.00023094793197	0.000395785680413	0.000732254190798	0.000239319316475	0.000366925936051	0.000188873995862	0.000341640595398	0.000173283414224	0.00033852959159	0.000985459938809	0.000453525214197	0.000457110301738	0.000229360664857	0.000657132896779	0.000370151715775	0.00107295476407	0.000462932962594	0.000387334222026	0.000307150126886	0.000308545052489	0.000565394496601	0.000408880509683	0.000449009582779	0.000360497486531	0.000244450887735	0.00111719081086	0.000245875000873	0.000214016011133	0.000192959840276	0.000256701046379	0.00170916396772	0.000212004231715	0.000455938712572	0.000325057383807	0.000317130821177	0.0004114349224	0.00158772884745	0.000231322169466	0.00186643930298	0.000415704184858	0.000232693984702	0.000732518810892	0.000167053285769	0.000384813714026	0.000277034484326	0.000800979917823	0.000545843719895	0.00143600167581	0.000260127505393	0.00205599979437	0.000658606012899	0.00049466110475	0.000279432531588
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Emericella	0.000235314712972	9.47872558535e-05	6.92221164662e-05	5.16900689637e-05	8.233080596e-05	0.000182786331171	0.000185814250609	0.00032404017309	9.33854908593e-05	0.00129123859463	3.65650959174e-05	0.0001864817772	7.49219592375e-05	7.22123703917e-05	4.69542247735e-05	7.74243311073e-05	8.46838588385e-05	9.90033402662e-05	7.45489432806e-05	8.9365718383e-05	4.86968485228e-05	0.000210983315105	7.81825251205e-05	7.15288133065e-05	8.19790950705e-05	5.03248093372e-05	5.64278358514e-05	0.000113177070182	7.49536817082e-05	9.68152271731e-05	7.86500848984e-05	7.11943512879e-05	3.97720956937e-05	0.000253204551626	6.47336634818e-05	0.000108352453098	6.26094169349e-05	9.12654872462e-05	0.000138090987631	6.93770399959e-05	0.000279277492179	5.65369147465e-05	4.19783795303e-05	7.19816107357e-05	6.36480055817e-05	5.31820703277e-05	0.000163078193801	4.19719990803e-05	0.000136714229349	0.000307937544124	6.15508348345e-05	6.79331957383e-05	7.55474362111e-05	6.52716808594e-05	5.09690366349e-05	0.000183973774949	5.6988434352e-05	5.10622073852e-05	4.4042099759e-05	6.45727323451e-05	7.08807985121e-05	0.000102902926766	4.52834770903e-05	9.08623354851e-05	8.16849570967e-05	7.20994973063e-05	5.43224194966e-05	5.07484469566e-05	0.00041005021176	6.42048033398e-05	4.28799645057e-05	5.70446769732e-05	4.62133835714e-05	4.23873471879e-05	5.70036493193e-05	7.22349741794e-05	7.04735158171e-05	0.000274471838153	0.000763353528963	5.14049265479e-05	9.58230058683e-05	6.92657065487e-05	4.23079972185e-05	8.1419607542e-05	0.000222620236661	6.41525368674e-05	4.61845935357e-05	9.4302707837e-05	0.000289168425179	8.97856212021e-05	4.72822209513e-05	0.000988989127649	5.26281430336e-05	0.000342420628392	0.00114809258159
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium	0.000418061755606	0.000568723535121	0.000622668369296	0.00056899969902	0.00049398483576	0.000548551907846	0.00111488550365	0.00047182654371	0.000560312945156	0.000377337290568	0.000365650959174	0.000434992659561	0.000449531755425	0.00043327422235	0.000539824523864	0.00143088928905	0.000634724400562	0.000594020041597	0.000671415323559	0.00210079694268	0.000292181091137	0.000844100375918	0.000743103937501	0.000679185261996	0.000491874570423	0.000301948856023	0.000903923612524	0.00049043397079	0.000712415769021	0.000483921602382	0.000550550594289	0.000427166107728	0.000298354455036	0.000823363030582	0.000905964008698	0.000866477818937	0.000469371233964	0.00166501567883	0.000828545925784	0.000416262239975	0.00055884973633	0.000933397540124	0.000483152431918	0.000431889664414	0.000445636747941	0.000319092421966	0.000489234581402	0.000293803993562	0.000432831740956	0.000461967245657	0.000523182096093	0.00040759917443	0.000566846368514	0.000457006033877	0.00043315565051	0.000315383614197	0.000626326562846	0.00132842790324	0.000374568240148	0.000774770616096	0.000425284791072	0.000334250318205	0.000588108342594	0.000636036348396	0.000653093134895	0.000685288555349	0.000325934516979	0.000837752140235	0.000491836182958	0.000278220814472	0.000257279787034	0.000342268061839	0.000438954021486	0.000530314310279	0.000342021895916	0.000505644819256	0.000528888025551	0.000582884329055	0.000427249386658	0.000565050065246	0.00057493803521	0.000796995407574	0.000338463977748	0.000895358025976	0.000241299190555	0.000384915221204	0.000623272782067	0.000659822405463	0.000385012942075	0.00121182175452	0.000354767237456	0.000312416756018	0.000315768858201	0.00106544244768	0.000372576708784
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Sagenomella	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	0.000125979382042	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	7.81041890045e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces	0.000104474112117	0.000189574511707	0.000138444232932	0.000103380137927	0.00016466161192	0.000121921858892	0.000371628501218	0.000118003611888	0.000186770981719	0.000125779096856	9.14127397934e-05	0.00012425544118	0.000149843918475	0.000216751733985	0.00028157628761	0.000154848662215	0.000169367717677	0.000198006680532	0.00018649106671	0.000178731436766	9.73936970455e-05	0.000105616994175	0.000156365050241	0.000143057626613	0.000204947737676	0.000100649618674	0.000197677131964	0.000150902760243	0.00045019648064	0.000120999717281	0.000157300169797	0.000142388702576	7.95441913874e-05	0.000253403768425	0.000129467326964	0.000216704906196	0.000187728554281	9.12654872462e-05	0.000276181975261	0.000138754079992	0.000186283245443	0.000113073829493	0.000189103241546	0.000143963221471	0.000127296011163	0.000106364140655	0.000163078193801	8.39439981607e-05	9.10461675834e-05	7.70148507664e-05	0.000123101669669	0.000135866391477	0.000226762607099	0.000195919310439	0.00010193807327	0.000105127871399	0.0003699696441	0.000153267673278	8.8084199518e-05	0.00012914546469	9.45077313494e-05	0.000102821062862	0.000113136585278	0.00018172467097	0.000204083552115	0.000144198994613	0.000108644838993	0.000126871117391	0.000109277778166	0.000107008005566	0.000150012241756	0.000114089353946	9.24267671428e-05	0.000106035863745	0.000114007298639	0.000180587435449	0.000140947031634	0.000171449406655	0.00012204357905	0.000102809853096	0.000191646011737	0.000173164266372	0.000105769993046	0.000162839215084	0.000148433070724	0.000128305073735	9.23691870715e-05	0.000188605415674	0.000128337647358	0.000269356863606	0.000118280842539	0.000104138918673	0.000105256286067	0.000152240476359	0.000248286529119
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiomycetidae_ord_Incertae_sedis; f__Monascaceae; g__Monascus	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	0.000424296084002	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Candelariales; f__Candelariaceae; g__Candelaria	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	0.00045265428251	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	5.7135512446e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Parmeliaceae; g__Asahinea	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	2.95009029719e-05	4.66927454297e-05	3.1444774214e-05	3.65650959174e-05	3.10638602951e-05	3.74609796188e-05	3.61061851958e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	0.000111942123429	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	3.97720956937e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	6.30344138488e-05	3.59908053678e-05	0.000445838165681	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	3.77737181056e-05	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	2.57052657155e-05	2.26417385452e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	4.79115029341e-05	3.46328532743e-05	4.23079972185e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	2.60347296682e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Physciaceae; g__Physciella	0.000261350587431	0.00165787709842	0.000173055291166	0.000129225172409	0.000329192953577	0.000182882788337	0.00167291257702	0.000736583055095	0.00116687394293	0.000472172326175	9.14127397934e-05	0.00024860949779	0.00224459592973	0.000686705255582	0.000117385561934	0.000193560827768	0.000211709647096	0.00138542016031	0.00022376553835	0.000223414295958	0.000121742121307	0.000132021242719	0.000195456312801	0.00207174069203	0.00114731695434	0.000125812023343	0.000141069589629	0.00075415564593	0.000262456483576	0.000774444550643	0.0015331772899	0.000249068288704	0.000397912168936	0.000443257377944	0.00190872123257	0.000270881132745	0.00125059319432	0.000319356772435	0.000345227469077	0.00017344259999	0.000651696607081	0.0014993051344	0.000104945948826	0.000179954026839	0.000159120013954	0.000132955175819	0.000978082110129	0.000104929997701	0.000364619604255	0.000865990564828	0.000399982726686	0.000169832989346	0.00132388461067	0.000195919310439	0.000127422591587	0.000341665582047	0.00014247108588	0.00137965221287	0.000749767656885	0.000226004563208	0.000118134664187	0.000591630430974	0.00104014993157	0.00204368141877	0.000204212392742	0.000180248743266	0.000135806048741	0.0010664423639	0.00019123611179	0.00012840960668	0.000107199911264	0.000171224866392	0.000115533458928	0.000360764921527	0.0715130686747	0.000180587435449	0.000282118501217	0.000171340272724	0.000793767563742	0.00274636477857	0.00416257548133	0.000311805625035	0.000105769993046	0.00134290821047	0.000445299212171	0.000160381342169	0.000115461483839	0.000235756769593	0.00356678523594	0.000269356863606	0.000212920574602	0.000416473024755	0.00052695185254	0.000190300595448	0.000155240295327
k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales;Other;Other	2.61185280292e-05	4.73936279267e-05	3.46110582331e-05	2.58450344819e-05	4.116540298e-05	3.04804647229e-05	9.29071253045e-05	5.89078540235e-05	9.33854908593e-05	3.1444774214e-05	1.82825479587e-05	3.10638602951e-05	3.74609796188e-05	7.23269932018e-05	2.34771123867e-05	3.87121655537e-05	4.23419294192e-05	4.95016701331e-05	3.72744716403e-05	4.46828591915e-05	2.43484242614e-05	2.64042485439e-05	3.90912625602e-05	3.57644066533e-05	4.09895475353e-05	2.51624046686e-05	2.82139179257e-05	3.77256900608e-05	3.74768408541e-05	2.41844901079e-05	3.93250424492e-05	3.5597175644e-05	1.98860478469e-05	6.33509421062e-05	3.23668317409e-05	5.41762265489e-05	3.13047084674e-05	2.28163718115e-05	6.90454938153e-05	3.46885199979e-05	4.65708113608e-05	2.82684573732e-05	2.09891897651e-05	3.59908053678e-05	3.18240027908e-05	2.65910351638e-05	4.07695484502e-05	2.09859995402e-05	2.27615418958e-05	1.92537126916e-05	3.07754174172e-05	3.39665978691e-05	0.000227003204029	3.26358404297e-05	2.54845183174e-05	2.62819678498e-05	2.8494217176e-05	2.55311036926e-05	2.20210498795e-05	3.22863661726e-05	2.36269328374e-05	0.000180100587816	9.04227392855e-05	4.54311677425e-05	4.08424785484e-05	3.60497486531e-05	2.71612097483e-05	2.53742234783e-05	2.73194445414e-05	2.14016011133e-05	2.14399822528e-05	2.85223384866e-05	2.31066917857e-05	2.11936735939e-05	2.85018246597e-05	3.61174870897e-05	3.52367579085e-05	3.42680545447e-05	3.05108947625e-05	2.5702463274e-05	0.000861201731986	3.46328532743e-05	2.11539986092e-05	4.0709803771e-05	1.85614761966e-05	3.20762684337e-05	2.30922967679e-05	4.71513539185e-05	3.20844118396e-05	4.48928106011e-05	2.36411104757e-05	5.20694593364e-05	2.63140715168e-05	3.80601190896e-05	3.10480590654e-05
